peak.id	seqnames	start	end	summit	width	strand
peak.5383	chr2	115865497.0	115865630.0	115865564.0	134.0	+
peak.5384	chr2	115948078.0	115948211.0	115948145.0	134.0	+
peak.5385	chr2	116020839.0	116020972.0	116020906.0	134.0	+
peak.5386	chr2	116062526.0	116062659.0	116062593.0	134.0	+
peak.5387	chr2	116918357.0	116918490.0	116918424.0	134.0	+
peak.5388	chr2	118129765.0	118129898.0	118129832.0	134.0	+
peak.5389	chr2	118533248.0	118533381.0	118533315.0	134.0	+
peak.5390	chr2	118547713.0	118547846.0	118547780.0	134.0	+
peak.5391	chr2	118598102.0	118598235.0	118598169.0	134.0	+
peak.5392	chr2	118611235.0	118611368.0	118611302.0	134.0	+
peak.5393	chr2	118633566.0	118633699.0	118633633.0	134.0	+
peak.5394	chr2	118834183.0	118834316.0	118834250.0	134.0	+
peak.5395	chr2	118861890.0	118862023.0	118861957.0	134.0	+
peak.5396	chr2	118883420.0	118883553.0	118883487.0	134.0	+
peak.5397	chr2	119046674.0	119046807.0	119046741.0	134.0	+
peak.5398	chr2	119112658.0	119112791.0	119112725.0	134.0	+
peak.5399	chr2	119208791.0	119208924.0	119208858.0	134.0	+
peak.5400	chr2	119288668.0	119288801.0	119288735.0	134.0	+
peak.5401	chr2	119618572.0	119618705.0	119618639.0	134.0	+
peak.5402	chr2	119901446.0	119901579.0	119901513.0	134.0	+
peak.5403	chr2	120098725.0	120098858.0	120098792.0	134.0	+
peak.5404	chr2	120154642.0	120154775.0	120154709.0	134.0	+
peak.5405	chr2	120344894.0	120345027.0	120344961.0	134.0	+
peak.5406	chr2	120356334.0	120356467.0	120356401.0	134.0	+
peak.5407	chr2	120404081.0	120404214.0	120404148.0	134.0	+
peak.5408	chr2	120603605.0	120603738.0	120603672.0	134.0	+
peak.5409	chr2	120708631.0	120708764.0	120708698.0	134.0	+
peak.5410	chr2	120829002.0	120829135.0	120829069.0	134.0	+
peak.5411	chr2	121008408.0	121008541.0	121008475.0	134.0	+
peak.5412	chr2	121350833.0	121350966.0	121350900.0	134.0	+
peak.5413	chr2	121359360.0	121359493.0	121359427.0	134.0	+
peak.5414	chr2	121564057.0	121564190.0	121564124.0	134.0	+
peak.5415	chr2	121658676.0	121658809.0	121658743.0	134.0	+
peak.5416	chr2	121678929.0	121679062.0	121678996.0	134.0	+
peak.5417	chr2	121759720.0	121759853.0	121759787.0	134.0	+
peak.5418	chr2	121925514.0	121925647.0	121925581.0	134.0	+
peak.5419	chr2	121985450.0	121985583.0	121985517.0	134.0	+
peak.5420	chr2	122027585.0	122027718.0	122027652.0	134.0	+
peak.5421	chr2	122377480.0	122377613.0	122377547.0	134.0	+
peak.5422	chr2	123025308.0	123025441.0	123025375.0	134.0	+
peak.5423	chr2	123833282.0	123833415.0	123833349.0	134.0	+
peak.5424	chr2	125112064.0	125112197.0	125112131.0	134.0	+
peak.5425	chr2	125731808.0	125731941.0	125731875.0	134.0	+
peak.5426	chr2	125814298.0	125814431.0	125814365.0	134.0	+
peak.5427	chr2	125866156.0	125866289.0	125866223.0	134.0	+
peak.5428	chr2	125963058.0	125963191.0	125963125.0	134.0	+
peak.5429	chr2	126707201.0	126707334.0	126707268.0	134.0	+
peak.5430	chr2	127274942.0	127275075.0	127275009.0	134.0	+
peak.5431	chr2	127584684.0	127584817.0	127584751.0	134.0	+
peak.5432	chr2	127845708.0	127845841.0	127845775.0	134.0	+
peak.5433	chr2	127970111.0	127970244.0	127970178.0	134.0	+
peak.5434	chr2	128289602.0	128289735.0	128289669.0	134.0	+
peak.5435	chr2	128837649.0	128837782.0	128837716.0	134.0	+
peak.5436	chr2	128967213.0	128967346.0	128967280.0	134.0	+
peak.5437	chr2	129069712.0	129069845.0	129069779.0	134.0	+
peak.5438	chr2	129129605.0	129129738.0	129129672.0	134.0	+
peak.5439	chr2	129140023.0	129140156.0	129140090.0	134.0	+
peak.5440	chr2	129177139.0	129177272.0	129177206.0	134.0	+
peak.5441	chr2	129180626.0	129180759.0	129180693.0	134.0	+
peak.5442	chr2	129243846.0	129243979.0	129243913.0	134.0	+
peak.5443	chr2	129531221.0	129531354.0	129531288.0	134.0	+
peak.5444	chr2	129582664.0	129582797.0	129582731.0	134.0	+
peak.5445	chr2	129590856.0	129590989.0	129590923.0	134.0	+
peak.5446	chr2	129800151.0	129800284.0	129800218.0	134.0	+
peak.5447	chr2	129805639.0	129805772.0	129805706.0	134.0	+
peak.5448	chr2	129826692.0	129826825.0	129826759.0	134.0	+
peak.5449	chr2	130177918.0	130178051.0	130177985.0	134.0	+
peak.5450	chr2	130487612.0	130487745.0	130487679.0	134.0	+
peak.5451	chr2	130664200.0	130664333.0	130664267.0	134.0	+
peak.5452	chr2	131028150.0	131028283.0	131028217.0	134.0	+
peak.5453	chr2	131863010.0	131863143.0	131863077.0	134.0	+
peak.5454	chr2	131945341.0	131945474.0	131945408.0	134.0	+
peak.5455	chr2	132064191.0	132064324.0	132064258.0	134.0	+
peak.5456	chr2	132098825.0	132098958.0	132098892.0	134.0	+
peak.5457	chr2	132183646.0	132183779.0	132183713.0	134.0	+
peak.5458	chr2	132245268.0	132245401.0	132245335.0	134.0	+
peak.5459	chr2	132253172.0	132253305.0	132253239.0	134.0	+
peak.5460	chr2	132256007.0	132256140.0	132256074.0	134.0	+
peak.5461	chr2	132279559.0	132279692.0	132279626.0	134.0	+
peak.5462	chr2	132637964.0	132638097.0	132638031.0	134.0	+
peak.5463	chr2	132686911.0	132687044.0	132686978.0	134.0	+
peak.5464	chr2	132715382.0	132715515.0	132715449.0	134.0	+
peak.5465	chr2	132724121.0	132724254.0	132724188.0	134.0	+
peak.5466	chr2	135071522.0	135071655.0	135071589.0	134.0	+
peak.5467	chr2	135077794.0	135077927.0	135077861.0	134.0	+
peak.5468	chr2	135531660.0	135531793.0	135531727.0	134.0	+
peak.5469	chr2	135716963.0	135717096.0	135717030.0	134.0	+
peak.5470	chr2	135840149.0	135840282.0	135840216.0	134.0	+
peak.5471	chr2	135872030.0	135872163.0	135872097.0	134.0	+
peak.5472	chr2	136149208.0	136149341.0	136149275.0	134.0	+
peak.5473	chr2	136331489.0	136331622.0	136331556.0	134.0	+
peak.5474	chr2	136617408.0	136617541.0	136617475.0	134.0	+
peak.5475	chr2	136624228.0	136624361.0	136624295.0	134.0	+
peak.5476	chr2	136715658.0	136715791.0	136715725.0	134.0	+
peak.5477	chr2	136745098.0	136745231.0	136745165.0	134.0	+
peak.5478	chr2	136788153.0	136788286.0	136788220.0	134.0	+
peak.5479	chr2	136891938.0	136892071.0	136892005.0	134.0	+
peak.5480	chr2	137073656.0	137073789.0	137073723.0	134.0	+
peak.5481	chr2	137092220.0	137092353.0	137092287.0	134.0	+
peak.5482	chr2	137093479.0	137093612.0	137093546.0	134.0	+
peak.5483	chr2	137113949.0	137114082.0	137114016.0	134.0	+
peak.5484	chr2	137258434.0	137258567.0	137258501.0	134.0	+
peak.5485	chr2	137706142.0	137706275.0	137706209.0	134.0	+
peak.5486	chr2	138034380.0	138034513.0	138034447.0	134.0	+
peak.5487	chr2	140202615.0	140202748.0	140202682.0	134.0	+
peak.5488	chr2	140365119.0	140365252.0	140365186.0	134.0	+
peak.5489	chr2	140586423.0	140586556.0	140586490.0	134.0	+
peak.5490	chr2	140642845.0	140642978.0	140642912.0	134.0	+
peak.5491	chr2	140670625.0	140670758.0	140670692.0	134.0	+
peak.5492	chr2	140942165.0	140942298.0	140942232.0	134.0	+
peak.5493	chr2	141738864.0	141738997.0	141738931.0	134.0	+
peak.5494	chr2	143696305.0	143696438.0	143696372.0	134.0	+
peak.5495	chr2	143921390.0	143921523.0	143921457.0	134.0	+
peak.5496	chr2	144034053.0	144034186.0	144034120.0	134.0	+
peak.5497	chr2	144118178.0	144118311.0	144118245.0	134.0	+
peak.5498	chr2	144519820.0	144519953.0	144519887.0	134.0	+
peak.5499	chr2	144527484.0	144527617.0	144527551.0	134.0	+
peak.5500	chr2	144593923.0	144594056.0	144593990.0	134.0	+
peak.5501	chr2	145282050.0	145282183.0	145282117.0	134.0	+
peak.5502	chr2	145370594.0	145370727.0	145370661.0	134.0	+
peak.5503	chr2	145546224.0	145546357.0	145546291.0	134.0	+
peak.5504	chr2	145935016.0	145935149.0	145935083.0	134.0	+
peak.5505	chr2	145948522.0	145948655.0	145948589.0	134.0	+
peak.5506	chr2	146047818.0	146047951.0	146047885.0	134.0	+
peak.5507	chr2	146100275.0	146100408.0	146100342.0	134.0	+
peak.5508	chr2	146206282.0	146206415.0	146206349.0	134.0	+
peak.5509	chr2	146214892.0	146215025.0	146214959.0	134.0	+
peak.5510	chr2	146255815.0	146255948.0	146255882.0	134.0	+
peak.5511	chr2	146259884.0	146260017.0	146259951.0	134.0	+
peak.5512	chr2	146330823.0	146330956.0	146330890.0	134.0	+
peak.5513	chr2	146745689.0	146745822.0	146745756.0	134.0	+
peak.5514	chr2	146774939.0	146775072.0	146775006.0	134.0	+
peak.5515	chr2	146809968.0	146810101.0	146810035.0	134.0	+
peak.5516	chr2	148579769.0	148579902.0	148579836.0	134.0	+
peak.5517	chr2	148672444.0	148672577.0	148672511.0	134.0	+
peak.5518	chr2	148680920.0	148681053.0	148680987.0	134.0	+
peak.5519	chr2	148711393.0	148711526.0	148711460.0	134.0	+
peak.5520	chr2	148717318.0	148717451.0	148717385.0	134.0	+
peak.5521	chr2	148732401.0	148732534.0	148732468.0	134.0	+
peak.5522	chr2	148873206.0	148873339.0	148873273.0	134.0	+
peak.5523	chr2	148874763.0	148874896.0	148874830.0	134.0	+
peak.5524	chr2	148875556.0	148875689.0	148875623.0	134.0	+
peak.5525	chr2	148890158.0	148890291.0	148890225.0	134.0	+
peak.5526	chr2	150362740.0	150362873.0	150362807.0	134.0	+
peak.5527	chr2	150904852.0	150904985.0	150904919.0	134.0	+
peak.5528	chr2	151551353.0	151551486.0	151551420.0	134.0	+
peak.5529	chr2	151741299.0	151741432.0	151741366.0	134.0	+
peak.5530	chr2	151964044.0	151964177.0	151964111.0	134.0	+
peak.5531	chr2	151973340.0	151973473.0	151973407.0	134.0	+
peak.5532	chr2	152253144.0	152253277.0	152253211.0	134.0	+
peak.5533	chr2	152332602.0	152332735.0	152332669.0	134.0	+
peak.5534	chr2	152396102.0	152396235.0	152396169.0	134.0	+
peak.5535	chr2	152399457.0	152399590.0	152399524.0	134.0	+
peak.5536	chr2	152686970.0	152687103.0	152687037.0	134.0	+
peak.5537	chr2	152804727.0	152804860.0	152804794.0	134.0	+
peak.5538	chr2	152830582.0	152830715.0	152830649.0	134.0	+
peak.5539	chr2	153036813.0	153036946.0	153036880.0	134.0	+
peak.5540	chr2	153201502.0	153201635.0	153201569.0	134.0	+
peak.5541	chr2	153239482.0	153239615.0	153239549.0	134.0	+
peak.5542	chr2	153257221.0	153257354.0	153257288.0	134.0	+
peak.5543	chr2	153270227.0	153270360.0	153270294.0	134.0	+
peak.5544	chr2	153305244.0	153305377.0	153305311.0	134.0	+
peak.5545	chr2	153415460.0	153415593.0	153415527.0	134.0	+
peak.5546	chr2	153422111.0	153422244.0	153422178.0	134.0	+
peak.5547	chr2	153427213.0	153427346.0	153427280.0	134.0	+
peak.5548	chr2	153526116.0	153526249.0	153526183.0	134.0	+
peak.5549	chr2	153639979.0	153640112.0	153640046.0	134.0	+
peak.5550	chr2	153768616.0	153768749.0	153768683.0	134.0	+
peak.5551	chr2	153853683.0	153853816.0	153853750.0	134.0	+
peak.5552	chr2	154406838.0	154406971.0	154406905.0	134.0	+
peak.5553	chr2	154422244.0	154422377.0	154422311.0	134.0	+
peak.5554	chr2	154428114.0	154428247.0	154428181.0	134.0	+
peak.5555	chr2	154706647.0	154706780.0	154706714.0	134.0	+
peak.5556	chr2	154728335.0	154728468.0	154728402.0	134.0	+
peak.5557	chr2	154738528.0	154738661.0	154738595.0	134.0	+
peak.5558	chr2	154779740.0	154779873.0	154779807.0	134.0	+
peak.5559	chr2	154794386.0	154794519.0	154794453.0	134.0	+
peak.5560	chr2	155357441.0	155357574.0	155357508.0	134.0	+
peak.5561	chr2	155382476.0	155382609.0	155382543.0	134.0	+
peak.5562	chr2	155585500.0	155585633.0	155585567.0	134.0	+
peak.5563	chr2	155592663.0	155592796.0	155592730.0	134.0	+
peak.5564	chr2	155946576.0	155946709.0	155946643.0	134.0	+
peak.5565	chr2	155956196.0	155956329.0	155956263.0	134.0	+
peak.5566	chr2	155960117.0	155960250.0	155960184.0	134.0	+
peak.5567	chr2	155973460.0	155973593.0	155973527.0	134.0	+
peak.5568	chr2	156180302.0	156180435.0	156180369.0	134.0	+
peak.5569	chr2	156285327.0	156285460.0	156285394.0	134.0	+
peak.5570	chr2	156336921.0	156337054.0	156336988.0	134.0	+
peak.5571	chr2	156344843.0	156344976.0	156344910.0	134.0	+
peak.5572	chr2	156427954.0	156428087.0	156428021.0	134.0	+
peak.5573	chr2	156716368.0	156716501.0	156716435.0	134.0	+
peak.5574	chr2	156742384.0	156742517.0	156742451.0	134.0	+
peak.5575	chr2	156908564.0	156908697.0	156908631.0	134.0	+
peak.5576	chr2	156909328.0	156909461.0	156909395.0	134.0	+
peak.5577	chr2	156910214.0	156910347.0	156910281.0	134.0	+
peak.5578	chr2	156914901.0	156915034.0	156914968.0	134.0	+
peak.5579	chr2	156968495.0	156968628.0	156968562.0	134.0	+
peak.5580	chr2	156998832.0	156998965.0	156998899.0	134.0	+
peak.5581	chr2	157245865.0	157245998.0	157245932.0	134.0	+
peak.5582	chr2	157278906.0	157279039.0	157278973.0	134.0	+
peak.5583	chr2	157320212.0	157320345.0	157320279.0	134.0	+
peak.5584	chr2	157344201.0	157344334.0	157344268.0	134.0	+
peak.5585	chr2	157385261.0	157385394.0	157385328.0	134.0	+
peak.5586	chr2	157517609.0	157517742.0	157517676.0	134.0	+
peak.5587	chr2	158078220.0	158078353.0	158078287.0	134.0	+
peak.5588	chr2	158080123.0	158080256.0	158080190.0	134.0	+
peak.5589	chr2	158448393.0	158448526.0	158448460.0	134.0	+
peak.5590	chr2	158513931.0	158514064.0	158513998.0	134.0	+
peak.5591	chr2	158760381.0	158760514.0	158760448.0	134.0	+
peak.5592	chr2	160082565.0	160082698.0	160082632.0	134.0	+
peak.5593	chr2	160367934.0	160368067.0	160368001.0	134.0	+
peak.5594	chr2	160574046.0	160574179.0	160574113.0	134.0	+
peak.5595	chr2	160645711.0	160645844.0	160645778.0	134.0	+
peak.5596	chr2	160772682.0	160772815.0	160772749.0	134.0	+
peak.5597	chr2	160878370.0	160878503.0	160878437.0	134.0	+
peak.5598	chr2	161341772.0	161341905.0	161341839.0	134.0	+
peak.5599	chr2	161416718.0	161416851.0	161416785.0	134.0	+
peak.5600	chr2	161493295.0	161493428.0	161493362.0	134.0	+
peak.5601	chr2	161604197.0	161604330.0	161604264.0	134.0	+
peak.5602	chr2	163045717.0	163045850.0	163045784.0	134.0	+
peak.5603	chr2	163401335.0	163401468.0	163401402.0	134.0	+
peak.5604	chr2	163419653.0	163419786.0	163419720.0	134.0	+
peak.5605	chr2	163432337.0	163432470.0	163432404.0	134.0	+
peak.5606	chr2	163467670.0	163467803.0	163467737.0	134.0	+
peak.5607	chr2	163586142.0	163586275.0	163586209.0	134.0	+
peak.5608	chr2	163639373.0	163639506.0	163639440.0	134.0	+
peak.5609	chr2	163776825.0	163776958.0	163776892.0	134.0	+
peak.5610	chr2	164036611.0	164036744.0	164036678.0	134.0	+
peak.5611	chr2	164071140.0	164071273.0	164071207.0	134.0	+
peak.5612	chr2	164426913.0	164427046.0	164426980.0	134.0	+
peak.5613	chr2	164460782.0	164460915.0	164460849.0	134.0	+
peak.5614	chr2	164462220.0	164462353.0	164462287.0	134.0	+
peak.5615	chr2	164476446.0	164476579.0	164476513.0	134.0	+
peak.5616	chr2	164512208.0	164512341.0	164512275.0	134.0	+
peak.5617	chr2	164521919.0	164522052.0	164521986.0	134.0	+
peak.5618	chr2	164550065.0	164550198.0	164550132.0	134.0	+
peak.5619	chr2	164701009.0	164701142.0	164701076.0	134.0	+
peak.5620	chr2	164804919.0	164805052.0	164804986.0	134.0	+
peak.5621	chr2	164867263.0	164867396.0	164867330.0	134.0	+
peak.5622	chr2	164878636.0	164878769.0	164878703.0	134.0	+
peak.5623	chr2	164967190.0	164967323.0	164967257.0	134.0	+
peak.5624	chr2	165081337.0	165081470.0	165081404.0	134.0	+
peak.5625	chr2	165097321.0	165097454.0	165097388.0	134.0	+
peak.5626	chr2	165197804.0	165197937.0	165197871.0	134.0	+
peak.5627	chr2	165279487.0	165279620.0	165279554.0	134.0	+
peak.5628	chr2	165310989.0	165311122.0	165311056.0	134.0	+
peak.5629	chr2	165554179.0	165554312.0	165554246.0	134.0	+
peak.5630	chr2	165665373.0	165665506.0	165665440.0	134.0	+
peak.5631	chr2	165745446.0	165745579.0	165745513.0	134.0	+
peak.5632	chr2	166163974.0	166164107.0	166164041.0	134.0	+
peak.5633	chr2	166398213.0	166398346.0	166398280.0	134.0	+
peak.5634	chr2	166433832.0	166433965.0	166433899.0	134.0	+
peak.5635	chr2	167059631.0	167059764.0	167059698.0	134.0	+
peak.5636	chr2	167112334.0	167112467.0	167112401.0	134.0	+
peak.5637	chr2	167142160.0	167142293.0	167142227.0	134.0	+
peak.5638	chr2	167181202.0	167181335.0	167181269.0	134.0	+
peak.5639	chr2	167186726.0	167186859.0	167186793.0	134.0	+
peak.5640	chr2	167617622.0	167617755.0	167617689.0	134.0	+
peak.5641	chr2	167634656.0	167634789.0	167634723.0	134.0	+
peak.5642	chr2	167921346.0	167921479.0	167921413.0	134.0	+
peak.5643	chr2	167933512.0	167933645.0	167933579.0	134.0	+
peak.5644	chr2	168078353.0	168078486.0	168078420.0	134.0	+
peak.5645	chr2	168152673.0	168152806.0	168152740.0	134.0	+
peak.5646	chr2	168153860.0	168153993.0	168153927.0	134.0	+
peak.5647	chr2	168159570.0	168159703.0	168159637.0	134.0	+
peak.5648	chr2	168205314.0	168205447.0	168205381.0	134.0	+
peak.5649	chr2	168207246.0	168207379.0	168207313.0	134.0	+
peak.5650	chr2	168343783.0	168343916.0	168343850.0	134.0	+
peak.5651	chr2	168403261.0	168403394.0	168403328.0	134.0	+
peak.5652	chr2	168642311.0	168642444.0	168642378.0	134.0	+
peak.5653	chr2	168810087.0	168810220.0	168810154.0	134.0	+
peak.5654	chr2	169155501.0	169155634.0	169155568.0	134.0	+
peak.5655	chr2	170405062.0	170405195.0	170405129.0	134.0	+
peak.5656	chr2	172440446.0	172440579.0	172440513.0	134.0	+
peak.5657	chr2	173228817.0	173228950.0	173228884.0	134.0	+
peak.5658	chr2	173334836.0	173334969.0	173334903.0	134.0	+
peak.5659	chr2	173425540.0	173425673.0	173425607.0	134.0	+
peak.5660	chr2	173755591.0	173755724.0	173755658.0	134.0	+
peak.5661	chr2	174429374.0	174429507.0	174429441.0	134.0	+
peak.5662	chr2	174561722.0	174561855.0	174561789.0	134.0	+
peak.5663	chr2	178728600.0	178728733.0	178728667.0	134.0	+
peak.5664	chr2	178828422.0	178828555.0	178828489.0	134.0	+
peak.5665	chr2	178976182.0	178976315.0	178976249.0	134.0	+
peak.5666	chr2	179148327.0	179148460.0	179148394.0	134.0	+
peak.5667	chr2	179297179.0	179297312.0	179297246.0	134.0	+
peak.5668	chr2	179338101.0	179338234.0	179338168.0	134.0	+
peak.5669	chr2	179455157.0	179455290.0	179455224.0	134.0	+
peak.5670	chr2	179592230.0	179592363.0	179592297.0	134.0	+
peak.5671	chr2	179634649.0	179634782.0	179634716.0	134.0	+
peak.5672	chr2	179636021.0	179636154.0	179636088.0	134.0	+
peak.5673	chr2	179728814.0	179728947.0	179728881.0	134.0	+
peak.5674	chr2	179767536.0	179767669.0	179767603.0	134.0	+
peak.5675	chr2	179794528.0	179794661.0	179794595.0	134.0	+
peak.5676	chr2	180005825.0	180005958.0	180005892.0	134.0	+
peak.5677	chr2	180126425.0	180126558.0	180126492.0	134.0	+
peak.5678	chr2	180267443.0	180267576.0	180267510.0	134.0	+
peak.5679	chr2	180270871.0	180271004.0	180270938.0	134.0	+
peak.5680	chr2	180457389.0	180457522.0	180457456.0	134.0	+
peak.5681	chr2	180460874.0	180461007.0	180460941.0	134.0	+
peak.5682	chr2	180469760.0	180469893.0	180469827.0	134.0	+
peak.5683	chr2	180483257.0	180483390.0	180483324.0	134.0	+
peak.5684	chr2	180491820.0	180491953.0	180491887.0	134.0	+
peak.5685	chr2	180508559.0	180508692.0	180508626.0	134.0	+
peak.5686	chr2	180532086.0	180532219.0	180532153.0	134.0	+
peak.5687	chr2	180597564.0	180597697.0	180597631.0	134.0	+
peak.5688	chr2	180825592.0	180825725.0	180825659.0	134.0	+
peak.5689	chr2	181369339.0	181369472.0	181369406.0	134.0	+
peak.5690	chr2	181520253.0	181520386.0	181520320.0	134.0	+
peak.5691	chr2	181524150.0	181524283.0	181524217.0	134.0	+
peak.5692	chr2	181531554.0	181531687.0	181531621.0	134.0	+
peak.5693	chr2	181578918.0	181579051.0	181578985.0	134.0	+
peak.5694	chr2	181580631.0	181580764.0	181580698.0	134.0	+
peak.5695	chr2	181603368.0	181603501.0	181603435.0	134.0	+
peak.5696	chr2	181766738.0	181766871.0	181766805.0	134.0	+
peak.5697	chr2	181840733.0	181840866.0	181840800.0	134.0	+
peak.5698	chr2	181850806.0	181850939.0	181850873.0	134.0	+
peak.5699	chr2	181864229.0	181864362.0	181864296.0	134.0	+
peak.5700	chr3	3650853.0	3650986.0	3650920.0	134.0	+
peak.5701	chr3	5389479.0	5389612.0	5389546.0	134.0	+
peak.5702	chr3	5450564.0	5450697.0	5450631.0	134.0	+
peak.5703	chr3	5576178.0	5576311.0	5576245.0	134.0	+
peak.5704	chr3	8706398.0	8706531.0	8706465.0	134.0	+
peak.5705	chr3	8923813.0	8923946.0	8923880.0	134.0	+
peak.5706	chr3	8958943.0	8959076.0	8959010.0	134.0	+
peak.5707	chr3	8964419.0	8964552.0	8964486.0	134.0	+
peak.5708	chr3	8970437.0	8970570.0	8970504.0	134.0	+
peak.5709	chr3	8971782.0	8971915.0	8971849.0	134.0	+
peak.5710	chr3	9024301.0	9024434.0	9024368.0	134.0	+
peak.5711	chr3	9271770.0	9271903.0	9271837.0	134.0	+
peak.5712	chr3	9880171.0	9880304.0	9880238.0	134.0	+
peak.5713	chr3	10240693.0	10240826.0	10240760.0	134.0	+
peak.5714	chr3	10243564.0	10243697.0	10243631.0	134.0	+
peak.5715	chr3	10295608.0	10295741.0	10295675.0	134.0	+
peak.5716	chr3	10301141.0	10301274.0	10301208.0	134.0	+
peak.5717	chr3	10304569.0	10304702.0	10304636.0	134.0	+
peak.5718	chr3	10342879.0	10343012.0	10342946.0	134.0	+
peak.5719	chr3	10399994.0	10400127.0	10400061.0	134.0	+
peak.5720	chr3	10440290.0	10440423.0	10440357.0	134.0	+
peak.5721	chr3	14866055.0	14866188.0	14866122.0	134.0	+
peak.5722	chr3	14898140.0	14898273.0	14898207.0	134.0	+
peak.5723	chr3	15169289.0	15169422.0	15169356.0	134.0	+
peak.5724	chr3	15205962.0	15206095.0	15206029.0	134.0	+
peak.5725	chr3	16201456.0	16201589.0	16201523.0	134.0	+
peak.5726	chr3	17324952.0	17325085.0	17325019.0	134.0	+
peak.5727	chr3	17406691.0	17406824.0	17406758.0	134.0	+
peak.5728	chr3	17586101.0	17586234.0	17586168.0	134.0	+
peak.5729	chr3	17591619.0	17591752.0	17591686.0	134.0	+
peak.5730	chr3	17620557.0	17620690.0	17620624.0	134.0	+
peak.5731	chr3	17790481.0	17790614.0	17790548.0	134.0	+
peak.5732	chr3	17793826.0	17793959.0	17793893.0	134.0	+
peak.5733	chr3	17798617.0	17798750.0	17798684.0	134.0	+
peak.5734	chr3	18631702.0	18631835.0	18631769.0	134.0	+
peak.5735	chr3	19110751.0	19110884.0	19110818.0	134.0	+
peak.5736	chr3	19150859.0	19150992.0	19150926.0	134.0	+
peak.5737	chr3	19206668.0	19206801.0	19206735.0	134.0	+
peak.5738	chr3	19214645.0	19214778.0	19214712.0	134.0	+
peak.5739	chr3	19405166.0	19405299.0	19405233.0	134.0	+
peak.5740	chr3	19628868.0	19629001.0	19628935.0	134.0	+
peak.5741	chr3	19848744.0	19848877.0	19848811.0	134.0	+
peak.5742	chr3	19894730.0	19894863.0	19894797.0	134.0	+
peak.5743	chr3	19948565.0	19948698.0	19948632.0	134.0	+
peak.5744	chr3	20000879.0	20001012.0	20000946.0	134.0	+
peak.5745	chr3	20006389.0	20006522.0	20006456.0	134.0	+
peak.5746	chr3	20035227.0	20035360.0	20035294.0	134.0	+
peak.5747	chr3	20143638.0	20143771.0	20143705.0	134.0	+
peak.5748	chr3	20232334.0	20232467.0	20232401.0	134.0	+
peak.5749	chr3	20766891.0	20767024.0	20766958.0	134.0	+
peak.5750	chr3	21034767.0	21034900.0	21034834.0	134.0	+
peak.5751	chr3	21357222.0	21357355.0	21357289.0	134.0	+
peak.5752	chr3	21464497.0	21464630.0	21464564.0	134.0	+
peak.5753	chr3	21495079.0	21495212.0	21495146.0	134.0	+
peak.5754	chr3	21501642.0	21501775.0	21501709.0	134.0	+
peak.5755	chr3	21633684.0	21633817.0	21633751.0	134.0	+
peak.5756	chr3	21935857.0	21935990.0	21935924.0	134.0	+
peak.5757	chr3	21945746.0	21945879.0	21945813.0	134.0	+
peak.5758	chr3	22056815.0	22056948.0	22056882.0	134.0	+
peak.5759	chr3	22108009.0	22108142.0	22108076.0	134.0	+
peak.5760	chr3	24312986.0	24313119.0	24313053.0	134.0	+
peak.5761	chr3	25495327.0	25495460.0	25495394.0	134.0	+
peak.5762	chr3	26153630.0	26153763.0	26153697.0	134.0	+
peak.5763	chr3	27153858.0	27153991.0	27153925.0	134.0	+
peak.5764	chr3	27581702.0	27581835.0	27581769.0	134.0	+
peak.5765	chr3	28417482.0	28417615.0	28417549.0	134.0	+
peak.5766	chr3	30592485.0	30592618.0	30592552.0	134.0	+
peak.5767	chr3	30602209.0	30602342.0	30602276.0	134.0	+
peak.5768	chr3	30737976.0	30738109.0	30738043.0	134.0	+
peak.5769	chr3	30746118.0	30746251.0	30746185.0	134.0	+
peak.5770	chr3	30748472.0	30748605.0	30748539.0	134.0	+
peak.5771	chr3	30769613.0	30769746.0	30769680.0	134.0	+
peak.5772	chr3	30808846.0	30808979.0	30808913.0	134.0	+
peak.5773	chr3	30995380.0	30995513.0	30995447.0	134.0	+
peak.5774	chr3	31123687.0	31123820.0	31123754.0	134.0	+
peak.5775	chr3	31926479.0	31926612.0	31926546.0	134.0	+
peak.5776	chr3	32131427.0	32131560.0	32131494.0	134.0	+
peak.5777	chr3	32364098.0	32364231.0	32364165.0	134.0	+
peak.5778	chr3	32399084.0	32399217.0	32399151.0	134.0	+
peak.5779	chr3	32405834.0	32405967.0	32405901.0	134.0	+
peak.5780	chr3	32708501.0	32708634.0	32708568.0	134.0	+
peak.5781	chr3	32903609.0	32903742.0	32903676.0	134.0	+
peak.5782	chr3	32907557.0	32907690.0	32907624.0	134.0	+
peak.5783	chr3	32985257.0	32985390.0	32985324.0	134.0	+
peak.5784	chr3	33043945.0	33044078.0	33044012.0	134.0	+
peak.5785	chr3	33082991.0	33083124.0	33083058.0	134.0	+
peak.5786	chr3	33116534.0	33116667.0	33116601.0	134.0	+
peak.5787	chr3	33126286.0	33126419.0	33126353.0	134.0	+
peak.5788	chr3	33136624.0	33136757.0	33136691.0	134.0	+
peak.5789	chr3	33141767.0	33141900.0	33141834.0	134.0	+
peak.5790	chr3	33799657.0	33799790.0	33799724.0	134.0	+
peak.5791	chr3	33883218.0	33883351.0	33883285.0	134.0	+
peak.5792	chr3	34630415.0	34630548.0	34630482.0	134.0	+
peak.5793	chr3	34905375.0	34905508.0	34905442.0	134.0	+
