chip.peak.id	seqnames	cre.start	cre.end	summit	width	start	end	peak.id
peak.5518	chr2	148680920	148681053	148680987	134	148680787	148681187	peak.1155
peak.5519	chr2	148711393	148711526	148711460	134	148711260	148711660	peak.1156
peak.5520	chr2	148717318	148717451	148717385	134	148717185	148717585	peak.1157
peak.5521	chr2	148732401	148732534	148732468	134	148732268	148732668	peak.1158
peak.5522	chr2	148873206	148873339	148873273	134	148873073	148873473	peak.1159
peak.5523	chr2	148874763	148874896	148874830	134	148874630	148875030	peak.1160
peak.5524	chr2	148875556	148875689	148875623	134	148875423	148875823	peak.1161
peak.5525	chr2	148890158	148890291	148890225	134	148890025	148890425	peak.1162
peak.5526	chr2	150362740	150362873	150362807	134	150362607	150363007	peak.1163
peak.5527	chr2	150904852	150904985	150904919	134	150904719	150905119	peak.1164
peak.5528	chr2	151551353	151551486	151551420	134	151551220	151551620	peak.1165
peak.5529	chr2	151741299	151741432	151741366	134	151741166	151741566	peak.1166
peak.5530	chr2	151964044	151964177	151964111	134	151963911	151964311	peak.1167
peak.5531	chr2	151973340	151973473	151973407	134	151973207	151973607	peak.1168
peak.5532	chr2	152253144	152253277	152253211	134	152253011	152253411	peak.1169
peak.5533	chr2	152332602	152332735	152332669	134	152332469	152332869	peak.1170
peak.5534	chr2	152396102	152396235	152396169	134	152395969	152396369	peak.1171
peak.5535	chr2	152399457	152399590	152399524	134	152399324	152399724	peak.1172
peak.5536	chr2	152686970	152687103	152687037	134	152686837	152687237	peak.1173
peak.5537	chr2	152804727	152804860	152804794	134	152804594	152804994	peak.1174
peak.5538	chr2	152830582	152830715	152830649	134	152830449	152830849	peak.1175
peak.5539	chr2	153036813	153036946	153036880	134	153036680	153037080	peak.1176
peak.5540	chr2	153201502	153201635	153201569	134	153201369	153201769	peak.1177
peak.5541	chr2	153239482	153239615	153239549	134	153239349	153239749	peak.1178
peak.5542	chr2	153257221	153257354	153257288	134	153257088	153257488	peak.1179
peak.5543	chr2	153270227	153270360	153270294	134	153270094	153270494	peak.1180
peak.5544	chr2	153305244	153305377	153305311	134	153305111	153305511	peak.1181
peak.5545	chr2	153415460	153415593	153415527	134	153415327	153415727	peak.1182
peak.5546	chr2	153422111	153422244	153422178	134	153421978	153422378	peak.1183
peak.5547	chr2	153427213	153427346	153427280	134	153427080	153427480	peak.1184
peak.5548	chr2	153526116	153526249	153526183	134	153525983	153526383	peak.1185
peak.5549	chr2	153639979	153640112	153640046	134	153639846	153640246	peak.1186
peak.5550	chr2	153768616	153768749	153768683	134	153768483	153768883	peak.1187
peak.5551	chr2	153853683	153853816	153853750	134	153853550	153853950	peak.1188
peak.5552	chr2	154406838	154406971	154406905	134	154406705	154407105	peak.1189
peak.5553	chr2	154422244	154422377	154422311	134	154422111	154422511	peak.1190
peak.5554	chr2	154428114	154428247	154428181	134	154427981	154428381	peak.1191
peak.5555	chr2	154706647	154706780	154706714	134	154706514	154706914	peak.1192
peak.5556	chr2	154728335	154728468	154728402	134	154728202	154728602	peak.1193
peak.5557	chr2	154738528	154738661	154738595	134	154738395	154738795	peak.1194
peak.5558	chr2	154779740	154779873	154779807	134	154779607	154780007	peak.1195
peak.5559	chr2	154794386	154794519	154794453	134	154794253	154794653	peak.1196
peak.5560	chr2	155357441	155357574	155357508	134	155357308	155357708	peak.1197
peak.5561	chr2	155382476	155382609	155382543	134	155382343	155382743	peak.1198
peak.5562	chr2	155585500	155585633	155585567	134	155585367	155585767	peak.1199
peak.5563	chr2	155592663	155592796	155592730	134	155592530	155592930	peak.1200
peak.5564	chr2	155946576	155946709	155946643	134	155946443	155946843	peak.1201
peak.5565	chr2	155956196	155956329	155956263	134	155956063	155956463	peak.1202
peak.5566	chr2	155960117	155960250	155960184	134	155959984	155960384	peak.1203
peak.5567	chr2	155973460	155973593	155973527	134	155973327	155973727	peak.1204
peak.5568	chr2	156180302	156180435	156180369	134	156180169	156180569	peak.1205
peak.5569	chr2	156285327	156285460	156285394	134	156285194	156285594	peak.1206
peak.5570	chr2	156336921	156337054	156336988	134	156336788	156337188	peak.1207
peak.5571	chr2	156344843	156344976	156344910	134	156344710	156345110	peak.1208
peak.5572	chr2	156427954	156428087	156428021	134	156427821	156428221	peak.1209
peak.5573	chr2	156716368	156716501	156716435	134	156716235	156716635	peak.1210
peak.5574	chr2	156742384	156742517	156742451	134	156742251	156742651	peak.1211
peak.5575	chr2	156908564	156908697	156908631	134	156908431	156908831	peak.1212
peak.5576	chr2	156909328	156909461	156909395	134	156909195	156909595	peak.1213
peak.5577	chr2	156910214	156910347	156910281	134	156910081	156910481	peak.1214
peak.5578	chr2	156914901	156915034	156914968	134	156914768	156915168	peak.1215
peak.5579	chr2	156968495	156968628	156968562	134	156968362	156968762	peak.1216
peak.5580	chr2	156998832	156998965	156998899	134	156998699	156999099	peak.1217
peak.5581	chr2	157245865	157245998	157245932	134	157245732	157246132	peak.1218
peak.5582	chr2	157278906	157279039	157278973	134	157278773	157279173	peak.1219
peak.5583	chr2	157320212	157320345	157320279	134	157320079	157320479	peak.1220
peak.5584	chr2	157344201	157344334	157344268	134	157344068	157344468	peak.1221
peak.5585	chr2	157385261	157385394	157385328	134	157385128	157385528	peak.1222
peak.5586	chr2	157517609	157517742	157517676	134	157517476	157517876	peak.1223
peak.5587	chr2	158078220	158078353	158078287	134	158078087	158078487	peak.1224
peak.5588	chr2	158080123	158080256	158080190	134	158079990	158080390	peak.1225
peak.5589	chr2	158448393	158448526	158448460	134	158448260	158448660	peak.1226
peak.5590	chr2	158513931	158514064	158513998	134	158513798	158514198	peak.1227
peak.5591	chr2	158760381	158760514	158760448	134	158760248	158760648	peak.1228
peak.5592	chr2	160082565	160082698	160082632	134	160082432	160082832	peak.1229
peak.5593	chr2	160367934	160368067	160368001	134	160367801	160368201	peak.1230
peak.5594	chr2	160574046	160574179	160574113	134	160573913	160574313	peak.1231
peak.5595	chr2	160645711	160645844	160645778	134	160645578	160645978	peak.1232
peak.5596	chr2	160772682	160772815	160772749	134	160772549	160772949	peak.1233
peak.5597	chr2	160878370	160878503	160878437	134	160878237	160878637	peak.1234
peak.5598	chr2	161341772	161341905	161341839	134	161341639	161342039	peak.1235
peak.5599	chr2	161416718	161416851	161416785	134	161416585	161416985	peak.1236
peak.5600	chr2	161493295	161493428	161493362	134	161493162	161493562	peak.1237
peak.5601	chr2	161604197	161604330	161604264	134	161604064	161604464	peak.1238
peak.5602	chr2	163045717	163045850	163045784	134	163045584	163045984	peak.1239
peak.5603	chr2	163401335	163401468	163401402	134	163401202	163401602	peak.1240
peak.5604	chr2	163419653	163419786	163419720	134	163419520	163419920	peak.1241
peak.5605	chr2	163432337	163432470	163432404	134	163432204	163432604	peak.1242
peak.5606	chr2	163467670	163467803	163467737	134	163467537	163467937	peak.1243
peak.5607	chr2	163586142	163586275	163586209	134	163586009	163586409	peak.1244
peak.5608	chr2	163639373	163639506	163639440	134	163639240	163639640	peak.1245
peak.5609	chr2	163776825	163776958	163776892	134	163776692	163777092	peak.1246
peak.5610	chr2	164036611	164036744	164036678	134	164036478	164036878	peak.1247
peak.5611	chr2	164071140	164071273	164071207	134	164071007	164071407	peak.1248
peak.5612	chr2	164426913	164427046	164426980	134	164426780	164427180	peak.1249
peak.5613	chr2	164460782	164460915	164460849	134	164460649	164461049	peak.1250
peak.5614	chr2	164462220	164462353	164462287	134	164462087	164462487	peak.1251
peak.5615	chr2	164476446	164476579	164476513	134	164476313	164476713	peak.1252
peak.5616	chr2	164512208	164512341	164512275	134	164512075	164512475	peak.1253
peak.5617	chr2	164521919	164522052	164521986	134	164521786	164522186	peak.1254
peak.5618	chr2	164550065	164550198	164550132	134	164549932	164550332	peak.1255
peak.5619	chr2	164701009	164701142	164701076	134	164700876	164701276	
peak.5620	chr2	164804919	164805052	164804986	134	164804786	164805186	peak.1257
peak.5621	chr2	164867263	164867396	164867330	134	164867130	164867530	peak.1258
peak.5622	chr2	164878636	164878769	164878703	134	164878503	164878903	peak.1259
peak.5623	chr2	164967190	164967323	164967257	134	164967057	164967457	peak.1260
peak.5624	chr2	165081337	165081470	165081404	134	165081204	165081604	peak.1261
peak.5625	chr2	165097321	165097454	165097388	134	165097188	165097588	peak.1262
peak.5626	chr2	165197804	165197937	165197871	134	165197671	165198071	peak.1263
peak.5627	chr2	165279487	165279620	165279554	134	165279354	165279754	peak.1264
peak.5628	chr2	165310989	165311122	165311056	134	165310856	165311256	peak.1265
peak.5629	chr2	165554179	165554312	165554246	134	165554046	165554446	peak.1266
peak.5630	chr2	165665373	165665506	165665440	134	165665240	165665640	peak.1267
peak.5631	chr2	165745446	165745579	165745513	134	165745313	165745713	peak.1268
peak.5632	chr2	166163974	166164107	166164041	134	166163841	166164241	peak.1269
peak.5633	chr2	166398213	166398346	166398280	134	166398080	166398480	peak.1270
peak.5634	chr2	166433832	166433965	166433899	134	166433699	166434099	peak.1271
peak.5635	chr2	167059631	167059764	167059698	134	167059498	167059898	peak.1272
peak.5636	chr2	167112334	167112467	167112401	134	167112201	167112601	peak.1273
peak.5637	chr2	167142160	167142293	167142227	134	167142027	167142427	peak.1274
peak.5638	chr2	167181202	167181335	167181269	134	167181069	167181469	peak.1275
peak.5639	chr2	167186726	167186859	167186793	134	167186593	167186993	peak.1276
peak.5640	chr2	167617622	167617755	167617689	134	167617489	167617889	peak.1277
peak.5641	chr2	167634656	167634789	167634723	134	167634523	167634923	peak.1278
peak.5642	chr2	167921346	167921479	167921413	134	167921213	167921613	peak.1279
peak.5643	chr2	167933512	167933645	167933579	134	167933379	167933779	peak.1280
peak.5644	chr2	168078353	168078486	168078420	134	168078220	168078620	peak.1281
peak.5645	chr2	168152673	168152806	168152740	134	168152540	168152940	peak.1282
peak.5646	chr2	168153860	168153993	168153927	134	168153727	168154127	peak.1283
peak.5647	chr2	168159570	168159703	168159637	134	168159437	168159837	peak.1284
peak.5648	chr2	168205314	168205447	168205381	134	168205181	168205581	peak.1285
peak.5649	chr2	168207246	168207379	168207313	134	168207113	168207513	peak.1286
peak.5650	chr2	168343783	168343916	168343850	134	168343650	168344050	peak.1287
peak.5651	chr2	168403261	168403394	168403328	134	168403128	168403528	peak.1288
peak.5652	chr2	168642311	168642444	168642378	134	168642178	168642578	peak.1289
peak.5653	chr2	168810087	168810220	168810154	134	168809954	168810354	peak.1290
peak.5654	chr2	169155501	169155634	169155568	134	169155368	169155768	peak.1291
peak.5655	chr2	170405062	170405195	170405129	134	170404929	170405329	peak.1292
peak.5656	chr2	172440446	172440579	172440513	134	172440313	172440713	
peak.5657	chr2	173228817	173228950	173228884	134	173228684	173229084	peak.1294
peak.5658	chr2	173334836	173334969	173334903	134	173334703	173335103	peak.1295
peak.5659	chr2	173425540	173425673	173425607	134	173425407	173425807	peak.1296
peak.5660	chr2	173755591	173755724	173755658	134	173755458	173755858	peak.1297
peak.5661	chr2	174429374	174429507	174429441	134	174429241	174429641	peak.1298
peak.5662	chr2	174561722	174561855	174561789	134	174561589	174561989	peak.1299
peak.5663	chr2	178728600	178728733	178728667	134	178728467	178728867	peak.1300
peak.5664	chr2	178828422	178828555	178828489	134	178828289	178828689	peak.1301
peak.5665	chr2	178976182	178976315	178976249	134	178976049	178976449	peak.1302
peak.5666	chr2	179148327	179148460	179148394	134	179148194	179148594	peak.1303
peak.5667	chr2	179297179	179297312	179297246	134	179297046	179297446	peak.1304
peak.5668	chr2	179338101	179338234	179338168	134	179337968	179338368	peak.1305
peak.5669	chr2	179455157	179455290	179455224	134	179455024	179455424	peak.1306
peak.5670	chr2	179592230	179592363	179592297	134	179592097	179592497	peak.1307
peak.5671	chr2	179634649	179634782	179634716	134	179634516	179634916	peak.1308
peak.5672	chr2	179636021	179636154	179636088	134	179635888	179636288	peak.1309
peak.5673	chr2	179728814	179728947	179728881	134	179728681	179729081	peak.1310
peak.5674	chr2	179767536	179767669	179767603	134	179767403	179767803	peak.1311
peak.5675	chr2	179794528	179794661	179794595	134	179794395	179794795	peak.1312
peak.5676	chr2	180005825	180005958	180005892	134	180005692	180006092	peak.1313
peak.5677	chr2	180126425	180126558	180126492	134	180126292	180126692	peak.1314
peak.5678	chr2	180267443	180267576	180267510	134	180267310	180267710	peak.1315
peak.5679	chr2	180270871	180271004	180270938	134	180270738	180271138	peak.1316
peak.5680	chr2	180457389	180457522	180457456	134	180457256	180457656	peak.1317
peak.5681	chr2	180460874	180461007	180460941	134	180460741	180461141	peak.1318
peak.5682	chr2	180469760	180469893	180469827	134	180469627	180470027	peak.1319
peak.5683	chr2	180483257	180483390	180483324	134	180483124	180483524	peak.1320
peak.5684	chr2	180491820	180491953	180491887	134	180491687	180492087	peak.1321
peak.5685	chr2	180508559	180508692	180508626	134	180508426	180508826	peak.1322
peak.5686	chr2	180532086	180532219	180532153	134	180531953	180532353	peak.1323
peak.5687	chr2	180597564	180597697	180597631	134	180597431	180597831	peak.1324
peak.5688	chr2	180825592	180825725	180825659	134	180825459	180825859	peak.1325
peak.5689	chr2	181369339	181369472	181369406	134	181369206	181369606	peak.1326
peak.5690	chr2	181520253	181520386	181520320	134	181520120	181520520	peak.1327
peak.5691	chr2	181524150	181524283	181524217	134	181524017	181524417	peak.1328
peak.5692	chr2	181531554	181531687	181531621	134	181531421	181531821	peak.1329
peak.5693	chr2	181578918	181579051	181578985	134	181578785	181579185	peak.1330
peak.5694	chr2	181580631	181580764	181580698	134	181580498	181580898	peak.1331
peak.5695	chr2	181603368	181603501	181603435	134	181603235	181603635	peak.1332
peak.5696	chr2	181766738	181766871	181766805	134	181766605	181767005	peak.1333
peak.5697	chr2	181840733	181840866	181840800	134	181840600	181841000	peak.1334
peak.5698	chr2	181850806	181850939	181850873	134	181850673	181851073	peak.1335
peak.5699	chr2	181864229	181864362	181864296	134	181864096	181864496	peak.1336
peak.5700	chr3	3650853	3650986	3650920	134	3650720	3651120	peak.1337
peak.5701	chr3	5389479	5389612	5389546	134	5389346	5389746	peak.1338
peak.5702	chr3	5450564	5450697	5450631	134	5450431	5450831	peak.1339
peak.5703	chr3	5576178	5576311	5576245	134	5576045	5576445	peak.1340
peak.5704	chr3	8706398	8706531	8706465	134	8706265	8706665	peak.1341
peak.5705	chr3	8923813	8923946	8923880	134	8923680	8924080	peak.1342
peak.5706	chr3	8958943	8959076	8959010	134	8958810	8959210	peak.1343
peak.5707	chr3	8964419	8964552	8964486	134	8964286	8964686	peak.1344
peak.5708	chr3	8970437	8970570	8970504	134	8970304	8970704	peak.1345
peak.5709	chr3	8971782	8971915	8971849	134	8971649	8972049	peak.1346
peak.5710	chr3	9024301	9024434	9024368	134	9024168	9024568	peak.1347
peak.5711	chr3	9271770	9271903	9271837	134	9271637	9272037	peak.1348
peak.5712	chr3	9880171	9880304	9880238	134	9880038	9880438	peak.1349
peak.5713	chr3	10240693	10240826	10240760	134	10240560	10240960	peak.1350
peak.5714	chr3	10243564	10243697	10243631	134	10243431	10243831	peak.1351
peak.5715	chr3	10295608	10295741	10295675	134	10295475	10295875	peak.1352
peak.5716	chr3	10301141	10301274	10301208	134	10301008	10301408	peak.1353
peak.5717	chr3	10304569	10304702	10304636	134	10304436	10304836	peak.1354
peak.5718	chr3	10342879	10343012	10342946	134	10342746	10343146	peak.1355
peak.5719	chr3	10399994	10400127	10400061	134	10399861	10400261	peak.1356
peak.5720	chr3	10440290	10440423	10440357	134	10440157	10440557	peak.1357
peak.5721	chr3	14866055	14866188	14866122	134	14865922	14866322	peak.1358
peak.5722	chr3	14898140	14898273	14898207	134	14898007	14898407	peak.1359
peak.5723	chr3	15169289	15169422	15169356	134	15169156	15169556	peak.1360
peak.5724	chr3	15205962	15206095	15206029	134	15205829	15206229	peak.1361
peak.5725	chr3	16201456	16201589	16201523	134	16201323	16201723	peak.1362
peak.5726	chr3	17324952	17325085	17325019	134	17324819	17325219	
peak.5727	chr3	17406691	17406824	17406758	134	17406558	17406958	
peak.5728	chr3	17586101	17586234	17586168	134	17585968	17586368	
peak.5729	chr3	17591619	17591752	17591686	134	17591486	17591886	
peak.5730	chr3	17620557	17620690	17620624	134	17620424	17620824	
peak.5731	chr3	17790481	17790614	17790548	134	17790348	17790748	
peak.5732	chr3	17793826	17793959	17793893	134	17793693	17794093	
peak.5733	chr3	17798617	17798750	17798684	134	17798484	17798884	
peak.5734	chr3	18631702	18631835	18631769	134	18631569	18631969	peak.1371
peak.5735	chr3	19110751	19110884	19110818	134	19110618	19111018	peak.1372
peak.5736	chr3	19150859	19150992	19150926	134	19150726	19151126	peak.1373
peak.5737	chr3	19206668	19206801	19206735	134	19206535	19206935	peak.1374
peak.5738	chr3	19214645	19214778	19214712	134	19214512	19214912	peak.1375
peak.5739	chr3	19405166	19405299	19405233	134	19405033	19405433	peak.1376
peak.5740	chr3	19628868	19629001	19628935	134	19628735	19629135	peak.1377
peak.5741	chr3	19848744	19848877	19848811	134	19848611	19849011	peak.1378
peak.5742	chr3	19894730	19894863	19894797	134	19894597	19894997	peak.1379
peak.5743	chr3	19948565	19948698	19948632	134	19948432	19948832	peak.1380
peak.5744	chr3	20000879	20001012	20000946	134	20000746	20001146	peak.1381
peak.5745	chr3	20006389	20006522	20006456	134	20006256	20006656	peak.1382
peak.5746	chr3	20035227	20035360	20035294	134	20035094	20035494	peak.1383
peak.5747	chr3	20143638	20143771	20143705	134	20143505	20143905	peak.1384
peak.5748	chr3	20232334	20232467	20232401	134	20232201	20232601	peak.1385
peak.5749	chr3	20766891	20767024	20766958	134	20766758	20767158	peak.1386
peak.5750	chr3	21034767	21034900	21034834	134	21034634	21035034	peak.1387
peak.5751	chr3	21357222	21357355	21357289	134	21357089	21357489	peak.1388
peak.5752	chr3	21464497	21464630	21464564	134	21464364	21464764	peak.1389
peak.5753	chr3	21495079	21495212	21495146	134	21494946	21495346	peak.1390
peak.5754	chr3	21501642	21501775	21501709	134	21501509	21501909	peak.1391
peak.5755	chr3	21633684	21633817	21633751	134	21633551	21633951	peak.1392
peak.5756	chr3	21935857	21935990	21935924	134	21935724	21936124	peak.1393
peak.5757	chr3	21945746	21945879	21945813	134	21945613	21946013	peak.1394
peak.5758	chr3	22056815	22056948	22056882	134	22056682	22057082	peak.1395
peak.5759	chr3	22108009	22108142	22108076	134	22107876	22108276	peak.1396
peak.5760	chr3	24312986	24313119	24313053	134	24312853	24313253	peak.1397
peak.5761	chr3	25495327	25495460	25495394	134	25495194	25495594	peak.1398
peak.5762	chr3	26153630	26153763	26153697	134	26153497	26153897	peak.1399
peak.5763	chr3	27153858	27153991	27153925	134	27153725	27154125	peak.1400
peak.5764	chr3	27581702	27581835	27581769	134	27581569	27581969	peak.1401
peak.5765	chr3	28417482	28417615	28417549	134	28417349	28417749	peak.1402
peak.5766	chr3	30592485	30592618	30592552	134	30592352	30592752	peak.1403
peak.5767	chr3	30602209	30602342	30602276	134	30602076	30602476	peak.1404
peak.5768	chr3	30737976	30738109	30738043	134	30737843	30738243	peak.1405
peak.5769	chr3	30746118	30746251	30746185	134	30745985	30746385	peak.1406
peak.5770	chr3	30748472	30748605	30748539	134	30748339	30748739	peak.1407
peak.5771	chr3	30769613	30769746	30769680	134	30769480	30769880	peak.1408
peak.5772	chr3	30808846	30808979	30808913	134	30808713	30809113	peak.1409
peak.5773	chr3	30995380	30995513	30995447	134	30995247	30995647	peak.1410
peak.5774	chr3	31123687	31123820	31123754	134	31123554	31123954	peak.1411
peak.5775	chr3	31926479	31926612	31926546	134	31926346	31926746	peak.1412
peak.5776	chr3	32131427	32131560	32131494	134	32131294	32131694	peak.1413
peak.5777	chr3	32364098	32364231	32364165	134	32363965	32364365	peak.1414
peak.5778	chr3	32399084	32399217	32399151	134	32398951	32399351	peak.1415
peak.5779	chr3	32405834	32405967	32405901	134	32405701	32406101	peak.1416
peak.5780	chr3	32708501	32708634	32708568	134	32708368	32708768	peak.1417
peak.5781	chr3	32903609	32903742	32903676	134	32903476	32903876	peak.1418
peak.5782	chr3	32907557	32907690	32907624	134	32907424	32907824	peak.1419
peak.5783	chr3	32985257	32985390	32985324	134	32985124	32985524	peak.1420
peak.5784	chr3	33043945	33044078	33044012	134	33043812	33044212	peak.1421
peak.5785	chr3	33082991	33083124	33083058	134	33082858	33083258	peak.1422
peak.5786	chr3	33116534	33116667	33116601	134	33116401	33116801	peak.1423
peak.5787	chr3	33126286	33126419	33126353	134	33126153	33126553	peak.1424
peak.5788	chr3	33136624	33136757	33136691	134	33136491	33136891	peak.1425
peak.5789	chr3	33141767	33141900	33141834	134	33141634	33142034	peak.1426
peak.5790	chr3	33799657	33799790	33799724	134	33799524	33799924	peak.1427
peak.5791	chr3	33883218	33883351	33883285	134	33883085	33883485	peak.1428
peak.5792	chr3	34630415	34630548	34630482	134	34630282	34630682	peak.1429
peak.5793	chr3	34905375	34905508	34905442	134	34905242	34905642	peak.1430
peak.5794	chr3	35029332	35029465	35029399	134	35029199	35029599	peak.1431
peak.5795	chr3	35462985	35463118	35463052	134	35462852	35463252	peak.1432
peak.5796	chr3	35745468	35745601	35745535	134	35745335	35745735	peak.1433
peak.5797	chr3	35753038	35753171	35753105	134	35752905	35753305	peak.1434
peak.5798	chr3	36504217	36504350	36504284	134	36504084	36504484	peak.1435
peak.5799	chr3	36613267	36613400	36613334	134	36613134	36613534	peak.1436
peak.5800	chr3	36615803	36615936	36615870	134	36615670	36616070	peak.1437
peak.5801	chr3	36618306	36618439	36618373	134	36618173	36618573	peak.1438
peak.5802	chr3	36774116	36774249	36774183	134	36773983	36774383	peak.1439
peak.5803	chr3	36918569	36918702	36918636	134	36918436	36918836	peak.1440
peak.5804	chr3	37352214	37352347	37352281	134	37352081	37352481	peak.1441
peak.5805	chr3	37365171	37365304	37365238	134	37365038	37365438	peak.1442
peak.5806	chr3	37420051	37420184	37420118	134	37419918	37420318	peak.1443
peak.5807	chr3	37551609	37551742	37551676	134	37551476	37551876	peak.1444
peak.5808	chr3	37586457	37586590	37586524	134	37586324	37586724	peak.1445
peak.5809	chr3	38522152	38522285	38522219	134	38522019	38522419	peak.1446
peak.5810	chr3	40746064	40746197	40746131	134	40745931	40746331	peak.1447
peak.5811	chr3	40846630	40846763	40846697	134	40846497	40846897	peak.1448
peak.5812	chr3	41047950	41048083	41048017	134	41047817	41048217	peak.1449
peak.5813	chr3	41570763	41570896	41570830	134	41570630	41571030	peak.1450
peak.5814	chr3	45431727	45431860	45431794	134	45431594	45431994	peak.1451
peak.5815	chr3	47708962	47709095	47709029	134	47708829	47709229	
peak.5816	chr3	51383555	51383688	51383622	134	51383422	51383822	peak.1453
peak.5817	chr3	51386817	51386950	51386884	134	51386684	51387084	peak.1454
peak.5818	chr3	51396459	51396592	51396526	134	51396326	51396726	peak.1455
peak.5819	chr3	51486947	51487080	51487014	134	51486814	51487214	peak.1456
peak.5820	chr3	51577513	51577646	51577580	134	51577380	51577780	peak.1457
peak.5821	chr3	51648191	51648324	51648258	134	51648058	51648458	peak.1458
peak.5822	chr3	51908581	51908714	51908648	134	51908448	51908848	peak.1459
peak.5823	chr3	52046969	52047102	52047036	134	52046836	52047236	peak.1460
peak.5824	chr3	52200658	52200791	52200725	134	52200525	52200925	peak.1461
peak.5825	chr3	52510527	52510660	52510594	134	52510394	52510794	peak.1462
peak.5826	chr3	52520483	52520616	52520550	134	52520350	52520750	peak.1463
peak.5827	chr3	53463524	53463657	53463591	134	53463391	53463791	peak.1464
peak.5828	chr3	54802731	54802864	54802798	134	54802598	54802998	peak.1465
peak.5829	chr3	55106417	55106550	55106484	134	55106284	55106684	peak.1466
peak.5830	chr3	55227063	55227196	55227130	134	55226930	55227330	peak.1467
peak.5831	chr3	55351593	55351726	55351660	134	55351460	55351860	peak.1468
peak.5832	chr3	55523842	55523975	55523909	134	55523709	55524109	peak.1469
peak.5833	chr3	55527714	55527847	55527781	134	55527581	55527981	peak.1470
peak.5834	chr3	55751479	55751612	55751546	134	55751346	55751746	peak.1471
peak.5835	chr3	55756086	55756219	55756153	134	55755953	55756353	peak.1472
peak.5836	chr3	55780079	55780212	55780146	134	55779946	55780346	peak.1473
peak.5837	chr3	55782340	55782473	55782407	134	55782207	55782607	peak.1474
peak.5838	chr3	55784277	55784410	55784344	134	55784144	55784544	peak.1475
peak.5839	chr3	55788737	55788870	55788804	134	55788604	55789004	peak.1476
peak.5840	chr3	55801754	55801887	55801821	134	55801621	55802021	peak.1477
peak.5841	chr3	55822363	55822496	55822430	134	55822230	55822630	peak.1478
peak.5842	chr3	55830263	55830396	55830330	134	55830130	55830530	peak.1479
peak.5843	chr3	55873328	55873461	55873395	134	55873195	55873595	peak.1480
peak.5844	chr3	57815326	57815459	57815393	134	57815193	57815593	peak.1481
peak.5845	chr3	58621250	58621383	58621317	134	58621117	58621517	peak.1482
peak.5846	chr3	60502274	60502407	60502341	134	60502141	60502541	peak.1483
peak.5847	chr3	60531238	60531371	60531305	134	60531105	60531505	peak.1484
peak.5848	chr3	60535238	60535371	60535305	134	60535105	60535505	peak.1485
peak.5849	chr3	62066725	62066858	62066792	134	62066592	62066992	peak.1486
peak.5850	chr3	62106369	62106502	62106436	134	62106236	62106636	peak.1487
peak.5851	chr3	62341911	62342044	62341978	134	62341778	62342178	peak.1488
peak.5852	chr3	62373151	62373284	62373218	134	62373018	62373418	peak.1489
peak.5853	chr3	63898729	63898862	63898796	134	63898596	63898996	peak.1490
peak.5854	chr3	63899430	63899563	63899497	134	63899297	63899697	peak.1491
peak.5855	chr3	63964693	63964826	63964760	134	63964560	63964960	peak.1492
peak.5856	chr3	64040002	64040135	64040069	134	64039869	64040269	peak.1493
peak.5857	chr3	64041736	64041869	64041803	134	64041603	64042003	peak.1494
peak.5858	chr3	64994740	64994873	64994807	134	64994607	64995007	peak.1495
peak.5859	chr3	65203509	65203642	65203576	134	65203376	65203776	peak.1496
peak.5860	chr3	65205909	65206042	65205976	134	65205776	65206176	peak.1497
peak.5861	chr3	65392680	65392813	65392747	134	65392547	65392947	peak.1498
peak.5862	chr3	65550812	65550945	65550879	134	65550679	65551079	peak.1499
peak.5863	chr3	65611675	65611808	65611742	134	65611542	65611942	peak.1500
peak.5864	chr3	65626042	65626175	65626109	134	65625909	65626309	peak.1501
peak.5865	chr3	65836491	65836624	65836558	134	65836358	65836758	peak.1502
peak.5866	chr3	65904565	65904698	65904632	134	65904432	65904832	peak.1503
peak.5867	chr3	65958878	65959011	65958945	134	65958745	65959145	peak.1504
peak.5868	chr3	65964886	65965019	65964953	134	65964753	65965153	peak.1505
peak.5869	chr3	66746576	66746709	66746643	134	66746443	66746843	peak.1506
peak.5870	chr3	67352192	67352325	67352259	134	67352059	67352459	peak.1507
peak.5871	chr3	67481980	67482113	67482047	134	67481847	67482247	peak.1508
peak.5872	chr3	67919000	67919133	67919067	134	67918867	67919267	peak.1509
peak.5873	chr3	68936242	68936375	68936309	134	68936109	68936509	peak.1510
peak.5874	chr3	74787885	74788018	74787952	134	74787752	74788152	
peak.5875	chr3	75556897	75557030	75556964	134	75556764	75557164	peak.1512
peak.5876	chr3	75921136	75921269	75921203	134	75921003	75921403	peak.1513
peak.5877	chr3	75952847	75952980	75952914	134	75952714	75953114	peak.1514
peak.5878	chr3	76654377	76654510	76654444	134	76654244	76654644	peak.1515
peak.5879	chr3	78313310	78313443	78313377	134	78313177	78313577	peak.1516
peak.5880	chr3	79192603	79192736	79192670	134	79192470	79192870	peak.1517
peak.5881	chr3	79256066	79256199	79256133	134	79255933	79256333	peak.1518
peak.5882	chr3	79268374	79268507	79268441	134	79268241	79268641	peak.1519
peak.5883	chr3	79276014	79276147	79276081	134	79275881	79276281	peak.1520
peak.5884	chr3	79312049	79312182	79312116	134	79311916	79312316	peak.1521
peak.5885	chr3	79592076	79592209	79592143	134	79591943	79592343	peak.1522
peak.5886	chr3	79628802	79628935	79628869	134	79628669	79629069	peak.1523
