peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	chip.e80a.lfc	chip.e80a.p.value	chip.e80a.fdr	chip.k88n.lfc	chip.k88n.p.value	chip.k88n.fdr	chip.r90w.lfc	chip.r90w.p.value	chip.r90w.fdr
peak.4657	chr19	4118995	4119395	401	*	34.71175561	62.48971563	7.206594251	11.02922284	0.385571042	0.135983775	0.409599229	-1.967766219	0.009693018	0.014219898	-1.695200361	0.014075995	0.01893231
peak.4658	chr19	4120171	4120571	401	*	178.2495558	166.6392417	8.407693293	24.50938409	-0.011221048	0.944872681	0.996886811	-3.937616306	2.26E-07	3.13E-06	-2.876867049	9.20E-06	5.91E-05
peak.4659	chr19	4121411	4121811	401	*	176.3732447	162.8519862	18.01648563	20.83297648	-0.016394236	0.926176902	0.996084524	-2.914311577	4.26E-05	0.000160138	-3.086151497	9.81E-06	6.19E-05
peak.4660	chr19	4139463	4139863	401	*	336.797845	104.1495261	4.804396167	47.79329898	-1.156193819	0.008470262	0.063864738	-5.440423019	2.47E-10	3.53E-08	-2.789916763	4.86E-06	3.85E-05
peak.4661	chr19	4366605	4367005	401	*	94.75371126	114.5644787	6.005495209	18.38203807	0.089696351	0.611544806	0.916431723	-3.505928523	1.89E-05	8.63E-05	-2.411884941	0.000350034	0.000845379
peak.4662	chr19	4484340	4484740	401	*	18.76311114	64.38334338	10.80989138	9.803753636	1.145365673	0.012865883	0.085213199	-0.565343613	0.475183284	0.495650546	-0.970756702	0.218365986	0.238023767
peak.4663	chr19	4502291	4502691	401	*	78.80506679	66.27697112	36.03297125	17.15656886	-0.048808784	0.778219335	0.969018173	-0.908310543	0.157572656	0.176292029	-2.165902192	0.001442926	0.002634024
peak.4664	chr19	4510114	4510514	401	*	98.50633349	107.9367815	9.608792334	20.83297648	0.05330708	0.774970706	0.968426021	-2.927623791	0.000195	0.000542513	-2.203753823	0.001822417	0.003203076
peak.4665	chr19	4889404	4889804	401	*	46.90777785	115.5112925	4.804396167	7.352815227	0.747863381	0.043208668	0.194162534	-2.81708097	0.001420241	0.002755833	-2.530698754	0.00143351	0.00262024
peak.4666	chr19	4942026	4942426	401	*	116.3312891	131.6071284	3.603297125	17.15656886	0.065059608	0.72283362	0.955175535				-2.741228156	0.000118334	0.000365348
peak.4667	chr19	4948228	4948628	401	*	243.9204448	72.90466824	9.608792334	20.83297648	-1.235037534	0.005904229	0.050129863	-4.211763573	8.11E-09	2.97E-07	-3.543956234	4.47E-08	2.60E-06
peak.4668	chr19	4961867	4962267	401	*	112.5786668	111.724037	13.21208946	17.15656886	0.014321071	0.935276867	0.996084524	-2.723832954	0.00021275	0.000580722	-2.697893125	0.000133632	0.000401182
peak.4669	chr19	5017617	5018017	401	*	51.59855564	98.46864281	2.402198084	8.578284432	0.463184426	0.098958089	0.336430128				-2.555122076	0.000459922	0.001046022
peak.4670	chr19	5023567	5023967	401	*	166.0535336	101.3090844	3.603297125	13.48016125	-0.227810367	0.281178624	0.637139487				-3.522727735	2.54E-07	6.57E-06
peak.4671	chr19	5088162	5088562	401	*	141.6614891	122.1389896	50.44615976	19.60750727	-0.044857906	0.792517365	0.97215736	-1.245098475	0.048674104	0.060098429	-2.84879599	2.44E-05	0.000116775
peak.4672	chr19	5295338	5295738	401	*	94.75371126	95.62820119	9.608792334	18.38203807	0.015696902	0.92225671	0.996084524	-2.932409186	6.43E-05	0.000221623	-2.367414843	0.000318907	0.000783286
peak.4673	chr19	5366521	5366921	401	*	86.31031125	103.2027122	8.407693293	8.578284432	0.080477438	0.621981742	0.921815569	-3.000503182	4.83E-05	0.00017675	-3.238768426	8.66E-06	5.68E-05
peak.4674	chr19	5406454	5406854	401	*	68.48535566	43.55343817	7.206594251	18.38203807	-0.193386162	0.358282636	0.725341015	-2.835965126	0.000313716	0.000791132	-1.957032047	0.003700839	0.005834934
peak.4675	chr19	5488972	5489372	401	*	58.16564454	47.34069366	14.4131885	22.05844568	-0.067194175	0.696986082	0.948479883	-1.736815141	0.011491675	0.016518443	-1.502889926	0.020278435	0.026362234
peak.4676	chr19	5490227	5490627	401	*	72.23797789	68.17059887	6.005495209	11.02922284	-0.008545335	0.96147434	0.998372598	-3.131229163	0.000183827	0.000517729	-2.710882592	0.000286197	0.000723551
peak.4677	chr19	5688815	5689215	401	*	201.7034448	179.8946359	15.61428754	40.44048375	-0.030626223	0.851834127	0.983531165	-3.308813123	1.55E-06	1.26E-05	-2.350265886	0.000162509	0.00046407
peak.4678	chr19	5798410	5798810	401	*	142.5996447	39.76618267	34.83187221	11.02922284	-1.284254933	0.005634509	0.048595168	-1.767803027	0.005124986	0.008186655	-3.5040977	7.95E-07	1.29E-05
peak.4679	chr19	5802421	5802821	401	*	92.87740015	56.80883239	34.83187221	18.38203807	-0.217710683	0.32079606	0.685666709	-1.166412875	0.073380367	0.087324591	-2.356638806	0.000578088	0.001248356
peak.4680	chr19	5924760	5925160	401	*	63.79457788	95.62820119	13.21208946	11.02922284	0.210476013	0.328995294	0.694010526	-1.958878829	0.00663698	0.01018651	-2.438282287	0.000832994	0.00167656
peak.4681	chr19	5925930	5926330	401	*	84.43400013	100.3622706	8.407693293	7.352815227	0.079140995	0.647543743	0.932016455	-2.942329463	0.000108781	0.000338997	-3.3554372	1.34E-05	7.66E-05
peak.4682	chr19	6118387	6118787	401	*	82.55768902	90.89413183	12.01099042	9.803753636	0.049822609	0.762356575	0.967003859	-2.462344552	0.000488223	0.001133728	-3.026700336	3.17E-05	0.000139454
peak.4683	chr19	6127732	6128132	401	*	129.4654669	124.0326174	14.4131885	7.352815227	-0.003369788	0.984692066	0.998756873	-2.789791084	0.000121121	0.000369876	-3.900221263	1.03E-06	1.48E-05
peak.4684	chr19	6182683	6183083	401	*	67.54720011	67.223785	6.005495209	12.25469205	0.008625287	0.954562937	0.997926674	-3.089452127	8.85E-05	0.000287493	-2.442967365	0.000263536	0.000677984
peak.4685	chr19	6236086	6236486	401	*	65.67088899	68.17059887	16.81538659	11.02922284	0.030026185	0.863164217	0.986054158	-1.677116777	0.016317412	0.022526369	-2.540676066	0.000540846	0.00118274
peak.4686	chr19	6241298	6241698	401	*	60.98011121	71.01104049	12.01099042	14.70563045	0.073208564	0.670274409	0.941085325	-2.043992388	0.003977129	0.006573156	-2.007344021	0.003053218	0.004960218
peak.4687	chr19	6334664	6335064	401	*	186.6929559	213.9799353	12.01099042	31.86219932	0.069714321	0.678446656	0.943530807	-3.565974927	5.94E-07	6.24E-06	-2.5927246	4.06E-05	0.000166344
peak.4688	chr19	6363355	6363755	401	*	59.10380009	59.64927401	14.4131885	12.25469205	0.012872305	0.93482488	0.996084524	-1.772257183	0.008135706	0.01216212	-2.298563251	0.000772598	0.0015783
peak.4689	chr19	6366513	6366913	401	*	56.28933342	106.9899677	6.005495209	18.38203807	0.411285656	0.126354343	0.391693135	-2.863039336	0.000397503	0.000956981	-1.703543407	0.00943584	0.013248935
peak.4690	chr19	6377286	6377686	401	*	110.7023557	118.3517341	12.01099042	18.38203807	0.036593419	0.882545922	0.991158057	-2.685395894	0.005818173	0.00910751	-2.473216086	0.007580662	0.010891871
peak.4691	chr19	6617178	6617578	401	*	131.341778	5.680883239	8.407693293	9.803753636	-3.112907495	1.80E-07	5.79E-05	-3.519649238	4.57E-06	2.84E-05	-3.624054568	1.07E-06	1.53E-05
peak.4692	chr19	6619740	6620140	401	*	213.899467	120.2453619	15.61428754	18.38203807	-0.305804367	0.1892797	0.503789391	-3.419525802	2.84E-07	3.72E-06	-3.486432856	6.80E-08	3.20E-06
peak.4693	chr19	6662360	6662760	401	*	295.5190005	249.0120486	33.63077317	36.76407614	-0.05167271	0.727968876	0.956870319	-2.857199018	1.25E-06	1.09E-05	-3.049607407	1.55E-07	5.07E-06
peak.4694	chr19	6909858	6910258	401	*	72.23797789	71.95785436	1.201099042	11.02922284	0.008983738	0.9581919	0.997926674				-2.676844651	0.000251599	0.000653387
peak.4695	chr19	6951392	6951792	401	*	72.23797789	81.42599309	13.21208946	11.02922284	0.059880018	0.717679445	0.95499327	-2.149928628	0.001866424	0.003460435	-2.697400796	0.000139543	0.000413372
peak.4696	chr19	6992435	6992835	401	*	85.37215569	62.48971563	27.62527796	20.83297648	-0.113049387	0.549420398	0.88191677	-1.363907536	0.039501304	0.0497919	-2.076230754	0.002096627	0.003607006
peak.4697	chr19	7039983	7040383	401	*	87.2484668	69.11741274	19.21758467	34.31313773	-0.076829392	0.679749786	0.943654643	-1.869539764	0.007824133	0.011746355	-1.385548641	0.036549517	0.045190499
peak.4698	chr19	7206150	7206550	401	*	63.79457788	87.10687633	19.21758467	15.93109966	0.156417941	0.414726806	0.780698278	-1.476302906	0.026013775	0.034152415	-2.0397073	0.002485081	0.004163115
peak.4699	chr19	7212238	7212638	401	*	254.240156	216.820377	21.61978275	47.79329898	-0.045402226	0.773721498	0.967833029	-3.207720857	6.13E-07	6.38E-06	-2.463813259	3.66E-05	0.000154685
peak.4700	chr19	7258790	7259190	401	*	39.4025334	70.06422662	7.206594251	11.02922284	0.37454745	0.142584069	0.422891876	-2.131395113	0.005181156	0.008266979	-1.862909643	0.007176827	0.010358567
peak.4701	chr19	7341570	7341970	401	*	93.8155557	103.2027122	3.603297125	23.28391489	0.049426522	0.773504988	0.967816371				-2.056785798	0.001894267	0.0033116
peak.4702	chr19	7443288	7443688	401	*	43.15515562	85.21324859	9.608792334	15.93109966	0.472439869	0.102774014	0.344049747	-1.885897061	0.010691262	0.015499335	-1.562931462	0.021358445	0.02762018
peak.4703	chr19	8132189	8132589	401	*	74.11428901	2.84044162	14.4131885	7.352815227				-2.059393364	0.003388259	0.005731174	-3.109451714	5.20E-05	0.000198572
peak.4704	chr19	8405289	8405689	401	*	147.2904225	24.6171607	42.03846646	29.41126091	-1.996745373	9.85E-05	0.003372649	-1.570750948	0.009582764	0.01407782	-2.415443884	0.000100348	0.000323357
peak.4705	chr19	8566090	8566490	401	*	47.84593341	25.56397458	122.5121023	9.803753636	-0.345252315	0.175235309	0.48099206	1.456281676	0.010634603	0.015430847	-2.259492782	0.001426052	0.00261049
peak.4706	chr19	8588470	8588870	401	*	27.20651115	64.38334338	9.608792334	18.38203807	0.684804611	0.054061385	0.225799296	-1.226085578	0.110366443	0.126914955	-0.692069508	0.321204534	0.342897175
peak.4707	chr19	8723218	8723618	401	*	103.1971113	94.68138732	13.21208946	13.48016125	-0.020392908	0.910686141	0.994553427	-2.60744968	0.000482696	0.001124346	-2.909196558	8.45E-05	0.000284688
peak.4708	chr19	8741246	8741646	401	*	90.06293348	91.8409457	9.608792334	8.578284432	0.018278374	0.908519864	0.994390693	-2.887093807	7.70E-05	0.000257137	-3.304107465	8.08E-06	5.42E-05
peak.4709	chr19	8786185	8786585	401	*	98.50633349	124.0326174	10.80989138	18.38203807	0.111787202	0.537128129	0.876049156	-2.815583182	0.000112589	0.000348105	-2.425571189	0.000300147	0.000750139
peak.4710	chr19	8798423	8798823	401	*	48.78408897	71.01104049	12.01099042	18.38203807	0.197449936	0.342404191	0.70933797	-1.730892232	0.015679918	0.021750135	-1.465567058	0.028593326	0.036093155
peak.4711	chr19	8802218	8802618	401	*	93.8155557	95.62820119	18.01648563	15.93109966	0.01846636	0.907237962	0.994390693	-2.097134178	0.001458591	0.002816352	-2.56764934	0.00011403	0.000355355
peak.4712	chr19	8817034	8817434	401	*	424.0463118	459.2047285	14.4131885	68.62627546	0.044555533	0.787204882	0.971025509	-4.456118523	2.11E-10	3.41E-08	-2.677002009	1.12E-05	6.74E-05
peak.4713	chr19	8819266	8819666	401	*	69.42351122	112.6708509	15.61428754	13.48016125	0.273011896	0.233717416	0.570508592	-1.863675039	0.00668201	0.010242832	-2.334870504	0.000764397	0.001564761
peak.4714	chr19	8861018	8861418	401	*	91.00108903	44.50025204	20.41868371	31.86219932	-0.448272858	0.111666508	0.364570518	-1.909781745	0.003121371	0.00533449	-1.624571005	0.008019543	0.011452164
peak.4715	chr19	8880713	8881113	401	*	64.73273344	64.38334338	9.608792334	12.25469205	0.012438628	0.939293543	0.996212141	-2.424211323	0.000969561	0.001995546	-2.416788269	0.000554976	0.001208533
peak.4716	chr19	8883609	8884009	401	*	540.3776009	386.3000603	30.02747605	85.78284432	-0.131155913	0.450830223	0.814203266	-3.826307969	4.32E-10	4.88E-08	-2.748898801	1.43E-06	1.79E-05
peak.4717	chr19	8885588	8885988	401	*	121.0220669	125.9262451	79.27253676	15.93109966	0.027565009	0.852768389	0.983531165	-0.425008921	0.448365068	0.469170429	-2.889756005	6.61E-06	4.74E-05
peak.4718	chr19	8917619	8918019	401	*	120.0839113	275.5228371	13.21208946	24.50938409	0.739576629	0.036906459	0.173956048	-2.848595968	3.96E-05	0.000151544	-2.322892407	0.000252804	0.000655491
peak.4719	chr19	8929118	8929518	401	*	326.4781339	335.1721111	14.4131885	57.59705261	0.024702379	0.880426024	0.99076899	-4.063421865	6.89E-09	2.72E-07	-2.54225206	3.76E-05	0.000157486
peak.4720	chr19	8945347	8945747	401	*	40.34068895	55.86201852	6.005495209	9.803753636	0.159598894	0.401657876	0.769055547	-2.387394915	0.002791086	0.004851832	-2.068322345	0.003797742	0.005970483
peak.4721	chr19	8966978	8967378	401	*	60.98011121	57.75564626	14.4131885	17.15656886	-0.002491106	0.988906858	0.998825384	-1.783768163	0.014041171	0.019707751	-1.904852596	0.007050774	0.010214117
peak.4722	chr19	9101072	9101472	401	*	16.88680003	66.27697112	9.608792334	12.25469205	1.482447744	0.002568421	0.029126542	-0.60951056	0.424172451	0.445752837	-0.607733117	0.403271603	0.425425579
peak.4723	chr19	9144578	9144978	401	*	73.17613345	77.6387376	8.407693293	14.70563045	0.034885745	0.826952583	0.979000337	-2.75484774	0.000209884	0.000574014	-2.315300952	0.000525609	0.001157659
peak.4724	chr19	9169861	9170261	401	*	227.9718004	71.95785436	31.22857509	25.7348533	-1.208339853	0.005675825	0.04884844	-2.583337833	1.71E-05	7.98E-05	-3.09959762	3.19E-07	7.46E-06
peak.4725	chr19	9170993	9171393	401	*	151.0430447	168.5328694	16.81538659	13.48016125	0.056718663	0.724815233	0.955457926	-2.841140582	1.99E-05	8.96E-05	-3.343472114	7.76E-07	1.28E-05
peak.4726	chr19	9899442	9899842	401	*	74.11428901	77.6387376	21.61978275	20.83297648	0.03198921	0.841764466	0.98106072	-1.527165824	0.017599171	0.024109663	-1.872630438	0.003458997	0.005520022
peak.4727	chr19	10059081	10059481	401	*	130.4036224	129.7135006	13.21208946	15.93109966	0.012450482	0.938506446	0.996212141	-2.957539497	2.44E-05	0.000104789	-3.01403841	8.59E-06	5.64E-05
peak.4728	chr19	10204009	10204409	401	*	28.14466671	54.91520464	3.603297125	11.02922284	0.437234069	0.12025854	0.381783006				-1.434807562	0.044549743	0.054344053
peak.4729	chr19	10331699	10332099	401	*	266.4361782	72.90466824	46.84286263	49.01876818	-1.385139096	0.002891192	0.031194331	-2.226125502	0.000224977	0.000607652	-2.517665908	2.55E-05	0.000119887
peak.4730	chr19	10496944	10497344	401	*	97.56817793	123.0858035	16.81538659	19.60750727	0.10898537	0.557259407	0.886260693	-2.217291051	0.001509773	0.002893584	-2.310689174	0.000680888	0.001423754
peak.4731	chr19	10536172	10536572	401	*	93.8155557	68.17059887	8.407693293	13.48016125	-0.097272278	0.706472626	0.950501878	-2.822983279	0.005524889	0.008729022	-2.506977971	0.008802847	0.012442437
peak.4732	chr19	10576777	10577177	401	*	109.7642002	72.90466824	19.21758467	9.803753636	-0.174897293	0.371057395	0.7386589	-2.233649567	0.000650806	0.001438886	-3.365245287	2.79E-06	2.66E-05
peak.4733	chr19	10605266	10605666	401	*	59.10380009	84.26643471	4.804396167	12.25469205	0.146406223	0.579255529	0.898806739	-2.924077844	0.006348616	0.009805151	-2.130924401	0.026464993	0.033639795
peak.4734	chr19	10608551	10608951	401	*	288.9519116	267.9483261	16.81538659	33.08766852	-0.015536003	0.920014936	0.996084524	-3.721518706	2.14E-08	5.77E-07	-3.152923874	2.88E-07	7.16E-06
peak.4735	chr19	10700494	10700894	401	*	177.3114003	146.7561503	9.608792334	26.9603225	-0.057312234	0.734121085	0.960066472	-3.764624541	4.37E-07	5.11E-06	-2.750480571	2.10E-05	0.000105437
peak.4736	chr19	10888462	10888862	401	*	25.33020004	142.022081	14.4131885	12.25469205	1.989786202	0.000101751	0.00341404	-0.611669936	0.391505995	0.413546084	-1.072179523	0.135004841	0.151595203
peak.4737	chr19	10905669	10906069	401	*	166.9916892	199.7777272	12.01099042	15.93109966	0.08796302	0.602526408	0.911110373	-3.417608914	1.26E-06	1.10E-05	-3.348771677	6.10E-07	1.11E-05
peak.4738	chr19	10912710	10913110	401	*	52.53671119	97.52182894	7.206594251	19.60750727	0.41808771	0.122479872	0.38609237	-2.502315312	0.001186499	0.002364341	-1.522276588	0.019205463	0.025080105
peak.4739	chr19	10949160	10949560	401	*	54.41302231	52.07476303	3.603297125	12.25469205	-0.003201152	0.98452209	0.998756873				-2.110847093	0.002350041	0.003968726
peak.4740	chr19	10952044	10952444	401	*	221.4047115	205.4586105	10.80989138	42.89142216	-0.011618859	0.943859188	0.996827744	-3.906131923	1.05E-07	1.78E-06	-2.416454593	0.00012169	0.000373308
peak.4741	chr19	11812281	11812681	401	*	155.7338225	123.0858035	10.80989138	19.60750727	-0.078662134	0.642038429	0.930059784	-3.452145325	1.65E-06	1.32E-05	-2.969536067	5.88E-06	4.37E-05
peak.4742	chr19	11813734	11814134	401	*	249.5493782	293.5123007	18.01648563	24.50938409	0.077526178	0.628477045	0.924190003	-3.454809694	1.10E-07	1.85E-06	-3.324943129	8.82E-08	3.63E-06
peak.4743	chr19	11817488	11817888	401	*	259.8690893	235.7566544	13.21208946	24.50938409	-0.021414412	0.889595878	0.991375825	-3.89360434	1.41E-08	4.34E-07	-3.384246091	7.32E-08	3.29E-06
peak.4744	chr19	11819782	11820182	401	*	66.60904455	71.95785436	15.61428754	13.48016125	0.042856895	0.801351945	0.973545605	-1.808464767	0.008944771	0.013240739	-2.333358032	0.000893005	0.001773385
peak.4745	chr19	11965243	11965643	401	*	127.5891558	140.1284532	27.62527796	26.9603225	0.05029023	0.753139701	0.965055329	-1.933951279	0.002033084	0.003708587	-2.294998663	0.000237752	0.000624688
peak.4746	chr19	12470491	12470891	401	*	38.46437784	68.17059887	4.804396167	22.05844568	0.366105546	0.147080471	0.432315452	-2.608399903	0.001906689	0.003519502	-0.947490041	0.130452006	0.146835046
peak.4747	chr19	12796025	12796425	401	*	136.9707113	124.0326174	40.83736742	17.15656886	-0.025550236	0.865471223	0.986054158	-1.519900706	0.009937558	0.014526623	-3.015154586	2.83E-06	2.69E-05
peak.4748	chr19	14123698	14124098	401	*	42.21700007	91.8409457	61.25605113	20.83297648	0.594275152	0.068902642	0.266188911	0.6809448	0.277057689	0.298687631	-1.115459481	0.09541383	0.109720324
peak.4749	chr19	14566710	14567110	401	*	12.19602224	12.30858035	99.69122047	11.02922284	0.011344683	0.955379642	0.997926674	3.020324355	3.11E-06	2.13E-05	-0.283560978	0.70378447	0.720567417
peak.4750	chr19	14582652	14583052	401	*	30.95913338	51.12794915	7.206594251	22.05844568	0.28119653	0.224617401	0.556983176	-1.821588474	0.018671208	0.025408349	-0.652336571	0.309019851	0.330607527
peak.4751	chr19	14584243	14584643	401	*	17.82495558	55.86201852	14.4131885	11.02922284	1.00528627	0.020224789	0.115075305	-0.139587165	0.852892692	0.861745036	-0.707365925	0.35221739	0.374338058
peak.4752	chr19	14586203	14586603	401	*	79.74322235	139.1816394	8.407693293	14.70563045	0.359775648	0.147842697	0.433244447	-2.892158123	9.29E-05	0.000298506	-2.436436987	0.000232762	0.000614697
peak.4753	chr19	14591610	14592010	401	*	11.25786668	10.41495261	106.8978147	13.48016125	-0.020669151	0.921813909	0.996084524	3.217581143	1.16E-06	1.03E-05	0.108522037	0.882852215	0.89064262
peak.4754	chr19	14616185	14616585	401	*	35.64991117	57.75564626	8.407693293	9.803753636	0.26915272	0.231828689	0.56770602	-1.804622675	0.015220363	0.0211874	-1.886771987	0.008211434	0.011687149
peak.4755	chr19	15803308	15803708	401	*	85.37215569	84.26643471	28.826377	22.05844568	0.0075866	0.962178768	0.998372598	-1.339599269	0.033448129	0.04284847	-2.040678618	0.001522924	0.002754487
peak.4756	chr19	15996837	15997237	401	*	160.4246003	77.6387376	15.61428754	26.9603225	-0.489668587	0.088327518	0.31156304	-3.036710292	3.71E-06	2.43E-05	-2.56416566	2.34E-05	0.000113976
peak.4757	chr19	16245956	16246356	401	*	35.64991117	67.223785	14.4131885	8.578284432	0.414887664	0.129964384	0.397699913	-1.070483779	0.121619472	0.13873566	-2.034649981	0.006310669	0.009260671
peak.4758	chr19	16380233	16380633	401	*	99.44448905	85.21324859	38.43516934	25.7348533	-0.045810177	0.782872215	0.970536563	-1.137168941	0.068360441	0.081816173	-2.021709552	0.001600652	0.002874449
peak.4759	chr19	18998978	18999378	401	*	297.3953116	221.5544463	31.22857509	51.46970659	-0.102905748	0.586152254	0.901039549	-2.88570373	2.12E-05	9.39E-05	-2.57570365	8.15E-05	0.000276295
peak.4760	chr19	18999932	19000332	401	*	94.75371126	93.73457345	57.65275401	25.7348533	0.008756217	0.955151952	0.997926674	-0.523013608	0.374947816	0.396780425	-1.897060439	0.002206447	0.003765545
peak.4761	chr19	19000990	19001390	401	*	111.6405113	71.01104049	48.04396167	20.83297648	-0.196064553	0.34183416	0.70875442	-0.995115843	0.107832357	0.124262509	-2.481532705	0.000167494	0.00047478
peak.4762	chr19	19058069	19058469	401	*	14.07233336	66.27697112	12.01099042	13.48016125	1.753443538	0.000547392	0.010154646	-0.077725708	0.915141529	0.92057208	-0.239823243	0.735430327	0.751246855
peak.4763	chr19	19064876	19065276	401	*	31.89728894	69.11741274	8.407693293	14.70563045	0.566579773	0.079550828	0.290867885	-1.624467573	0.037387078	0.047388134	-1.197826575	0.091162448	0.10517592
peak.4764	chr19	20344500	20344900	401	*	182.0021781	72.90466824	42.03846646	34.31313773	-0.69720152	0.04805907	0.207508657	-1.835437091	0.003805166	0.006327142	-2.452849093	0.000121072	0.000371761
peak.4765	chr19	20445543	20445943	401	*	10.31971113	9.468138732	104.4956166	22.05844568	-0.023945745	0.911044688	0.99471309	3.305585842	7.31E-07	7.28E-06	0.81163698	0.252125387	0.273036326
peak.4766	chr19	21144677	21145077	401	*	73.17613345	144.8625226	13.21208946	30.63673011	0.509674217	0.084327371	0.303036081	-2.165449512	0.001630785	0.003089974	-1.350383305	0.028542634	0.03603842
peak.4767	chr19	21274188	21274588	401	*	138.8470224	106.9899677	21.61978275	24.50938409	-0.090595875	0.592392645	0.90539476	-2.396786253	0.000199293	0.000551182	-2.5079144	6.79E-05	0.00024102
peak.4768	chr19	21289096	21289496	401	*	29.08282227	89.94731795	10.80989138	25.7348533	1.233523276	0.005520593	0.047848752	-1.199907891	0.089835048	0.105074731	-0.354818584	0.569034408	0.589168734
peak.4769	chr19	21301874	21302274	401	*	34.71175561	64.38334338	37.2340703	23.28391489	0.397027723	0.142214595	0.42205068	0.253571901	0.689803176	0.705885181	-0.677715787	0.299435442	0.321017257
peak.4770	chr19	21499610	21500010	401	*	92.87740015	113.6176648	30.02747605	39.21501455	0.097955889	0.55702297	0.886260693	-1.39704018	0.022143124	0.029552218	-1.360691164	0.021792674	0.02813361
peak.4771	chr19	21652739	21653139	401	*	49.72224452	56.80883239	14.4131885	11.02922284	0.061251818	0.709769456	0.952384424	-1.542866157	0.021932407	0.029302817	-2.187193386	0.001719739	0.003053724
peak.4772	chr19	22337416	22337816	401	*	72.23797789	79.53236535	15.61428754	11.02922284	0.050318224	0.765196808	0.967003859	-1.945793216	0.004645662	0.007519946	-2.66493587	0.000197348	0.000539578
peak.4773	chr19	22356827	22357227	401	*	62.85642232	95.62820119	9.608792334	12.25469205	0.226595779	0.293100981	0.649256374	-2.384808478	0.001357197	0.002649715	-2.292900936	0.001097948	0.002100199
peak.4774	chr19	22965808	22966208	401	*	154.7956669	82.37280697	9.608792334	41.66595295	-0.3522278	0.163107497	0.460693166	-3.598849116	9.83E-07	9.18E-06	-1.972857813	0.001252725	0.002341596
peak.4775	chr19	23133923	23134323	401	*	100.3826446	71.95785436	3.603297125	24.50938409	-0.126751377	0.489668713	0.845384125				-2.081004407	0.001123248	0.002137781
peak.4776	chr19	23136925	23137325	401	*	114.454978	64.38334338	31.22857509	14.70563045	-0.299407883	0.208681659	0.535148166	-1.619847422	0.010501591	0.015253603	-2.941798365	1.68E-05	9.04E-05
peak.4777	chr19	23148882	23149282	401	*	138.8470224	51.12794915	7.206594251	22.05844568	-0.896334843	0.021550096	0.120250027	-3.817352607	5.79E-07	6.12E-06	-2.660225068	2.23E-05	0.000109951
peak.4778	chr19	24170871	24171271	401	*	122.898378	52.07476303	48.04396167	17.15656886	-0.60843883	0.065525367	0.258442117	-1.116827923	0.072989373	0.086890849	-2.824564452	2.96E-05	0.000132872
peak.4779	chr19	24200532	24200932	401	*	244.8586004	187.4691469	14.4131885	12.25469205	-0.096611589	0.54745142	0.881742222	-3.719453415	1.54E-08	4.60E-07	-4.163239021	4.60E-10	5.66E-07
peak.4780	chr19	24212604	24213004	401	*	322.7255116	69.11741274	9.608792334	36.76407614	-1.719205622	0.000476428	0.009184788	-4.578751862	4.63E-10	5.01E-08	-3.130573481	3.91E-07	8.55E-06
peak.4781	chr19	24248741	24249141	401	*	79.74322235	66.27697112	22.82088179	20.83297648	-0.05947168	0.721488498	0.955175535	-1.550841827	0.016013027	0.022159055	-1.941825723	0.002536864	0.004236149
peak.4782	chr19	24270855	24271255	401	*	162.3009114	173.2669388	20.41868371	25.7348533	0.039951212	0.806532214	0.975330397	-2.66020919	5.77E-05	0.000202636	-2.621388242	4.09E-05	0.000167169
peak.4783	chr19	24279606	24280006	401	*	30.02097783	82.37280697	12.01099042	11.02922284	0.998686945	0.015861718	0.099302646	-1.084433849	0.127138743	0.144361719	-1.502331861	0.035455445	0.043953843
peak.4784	chr19	24484702	24485102	401	*	22.51573337	175.1605665	8.407693293	6.127346023	2.368881463	4.64E-06	0.000490834	-1.176853086	0.13075705	0.148162189	-1.844932805	0.023481215	0.030152177
peak.4785	chr19	25138433	25138833	401	*	273.9414227	245.2247932	21.61978275	45.34236057	-0.029261175	0.851530672	0.983531165	-3.31556936	2.76E-07	3.63E-06	-2.660092905	9.70E-06	6.15E-05
peak.4786	chr19	25141579	25141979	401	*	22.51573337	73.85148211	6.005495209	11.02922284	1.245473823	0.006576917	0.054248531	-1.599031364	0.051617046	0.06341357	-1.100333711	0.12843491	0.144697151
peak.4787	chr19	25154766	25155166	401	*	278.6322004	72.90466824	37.2340703	29.41126091	-1.377077389	0.00391017	0.038026503	-2.582417609	7.04E-05	0.000238751	-3.234403315	8.13E-07	1.31E-05
peak.4788	chr19	25241506	25241906	401	*	86.31031125	96.57501506	50.44615976	18.38203807	0.058134532	0.736938389	0.961056631	-0.570275872	0.365798473	0.387473668	-2.302687474	0.000720482	0.00149038
peak.4789	chr19	25263670	25264070	401	*	56.28933342	59.64927401	9.608792334	12.25469205	0.032895783	0.830341003	0.979670985	-2.252144656	0.001464	0.002822915	-2.216355069	0.000937684	0.001848299
peak.4790	chr19	25598695	25599095	401	*	30.95913338	53.96839077	6.005495209	15.93109966	0.325599665	0.191291923	0.506454373	-2.016697628	0.013249927	0.018722806	-1.046970899	0.123545096	0.139539964
peak.4791	chr19	25616768	25617168	401	*	24.39204448	72.90466824	7.206594251	11.02922284	1.079479208	0.012932601	0.085567519	-1.497344564	0.060564502	0.073279619	-1.208842104	0.096980845	0.11143107
