peak.id	seqnames	start	end	strand	annot
peak.8562	chr7	141172317	141172717	*	intron
peak.8563	chr7	141292988	141293388	*	intron
peak.8564	chr7	141327852	141328252	*	promoter-tss
peak.8565	chr7	141376891	141377291	*	intergenic
peak.8566	chr7	141433012	141433412	*	intron
peak.8567	chr7	141447118	141447518	*	promoter-tss
peak.8568	chr7	141596956	141597356	*	intron
peak.8569	chr7	141689465	141689865	*	promoter-tss
peak.8570	chr7	141966367	141966767	*	intron
peak.8571	chr7	142088864	142089264	*	intron
peak.8572	chr7	142131769	142132169	*	intergenic
peak.8573	chr7	142284569	142284969	*	intergenic
peak.8574	chr7	142372634	142373034	*	promoter-tss
peak.8575	chr7	142869409	142869809	*	intergenic
peak.8576	chr7	143069100	143069500	*	promoter-tss
peak.8577	chr7	143280347	143280747	*	non-coding
peak.8578	chr7	143340631	143341031	*	intron
peak.8579	chr7	144111255	144111655	*	intron
peak.8580	chr7	144628055	144628455	*	intron
peak.8581	chr7	144780876	144781276	*	intergenic
peak.8582	chr7	144926312	144926712	*	intergenic
peak.8583	chr8	3400500	3400900	*	intron
peak.8584	chr8	3413621	3414021	*	intron
peak.8585	chr8	3516673	3517073	*	intron
peak.8586	chr8	3567476	3567876	*	promoter-tss
peak.8587	chr8	3609436	3609836	*	tts
peak.8588	chr8	3641085	3641485	*	intron
peak.8589	chr8	4166037	4166437	*	promoter-tss
peak.8590	chr8	4266928	4267328	*	intron
peak.8591	chr8	4411763	4412163	*	intergenic
peak.8592	chr8	4487328	4487728	*	intergenic
peak.8593	chr8	4512126	4512526	*	intron
peak.8594	chr8	4677684	4678084	*	intergenic
peak.8595	chr8	7934387	7934787	*	intergenic
peak.8596	chr8	7989104	7989504	*	intergenic
peak.8597	chr8	9983833	9984233	*	intron
peak.8598	chr8	10176284	10176684	*	intron
peak.8599	chr8	10300296	10300696	*	intron
peak.8600	chr8	10572789	10573189	*	intron
peak.8601	chr8	10699569	10699969	*	intergenic
peak.8602	chr8	11809296	11809696	*	intron
peak.8603	chr8	12109387	12109787	*	intergenic
peak.8604	chr8	12327910	12328310	*	intergenic
peak.8605	chr8	12339710	12340110	*	intergenic
peak.8606	chr8	12719048	12719448	*	promoter-tss
peak.8607	chr8	12768252	12768652	*	intron
peak.8608	chr8	12902538	12902938	*	intergenic
peak.8609	chr8	12947610	12948010	*	promoter-tss
peak.8610	chr8	13106307	13106707	*	intron
peak.8611	chr8	13117673	13118073	*	intron
peak.8612	chr8	13181116	13181516	*	intron
peak.8613	chr8	13188151	13188551	*	tts
peak.8614	chr8	13226251	13226651	*	intergenic
peak.8615	chr8	13228381	13228781	*	intergenic
peak.8616	chr8	13232732	13233132	*	intergenic
peak.8617	chr8	13293592	13293992	*	intron
peak.8618	chr8	13352998	13353398	*	intron
peak.8619	chr8	13404648	13405048	*	promoter-tss
peak.8620	chr8	13406072	13406472	*	intron
peak.8621	chr8	13489765	13490165	*	intron
peak.8622	chr8	13506887	13507287	*	intergenic
peak.8623	chr8	13513967	13514367	*	intergenic
peak.8624	chr8	13785814	13786214	*	intron
peak.8625	chr8	14090185	14090585	*	promoter-tss
peak.8626	chr8	14888594	14888994	*	5' utr
peak.8627	chr8	15392226	15392626	*	intergenic
peak.8628	chr8	17159199	17159599	*	intron
peak.8629	chr8	18671777	18672177	*	intron
peak.8630	chr8	18779368	18779768	*	intron
peak.8631	chr8	18788925	18789325	*	intron
peak.8632	chr8	18814539	18814939	*	intergenic
peak.8633	chr8	18820996	18821396	*	intergenic
peak.8634	chr8	18840841	18841241	*	intergenic
peak.8635	chr8	18855904	18856304	*	intron
peak.8636	chr8	18859437	18859837	*	intron
peak.8637	chr8	18890918	18891318	*	intergenic
peak.8638	chr8	22039975	22040375	*	intron
peak.8639	chr8	22059507	22059907	*	intron
peak.8640	chr8	22640053	22640453	*	intron
peak.8641	chr8	22730212	22730612	*	intergenic
peak.8642	chr8	22805608	22806008	*	promoter-tss
peak.8643	chr8	22807412	22807812	*	intergenic
peak.8644	chr8	23246139	23246539	*	intron
peak.8645	chr8	24996039	24996439	*	intron
peak.8646	chr8	25106024	25106424	*	intergenic
peak.8647	chr8	25135372	25135772	*	intergenic
peak.8648	chr8	25638114	25638514	*	intron
peak.8649	chr8	25679110	25679510	*	intron
peak.8650	chr8	25748191	25748591	*	intron
peak.8651	chr8	25828810	25829210	*	intron
peak.8652	chr8	25840677	25841077	*	promoter-tss
peak.8653	chr8	26012528	26012928	*	intron
peak.8654	chr8	26067774	26068174	*	intron
peak.8655	chr8	26091430	26091830	*	intron
peak.8656	chr8	26098164	26098564	*	intron
peak.8657	chr8	26105337	26105737	*	intron
peak.8658	chr8	26259164	26259564	*	intergenic
peak.8659	chr8	26260157	26260557	*	intergenic
peak.8660	chr8	26471946	26472346	*	intergenic
peak.8661	chr8	26544649	26545049	*	intergenic
peak.8662	chr8	26627429	26627829	*	intergenic
peak.8663	chr8	26981112	26981512	*	3' utr
peak.8664	chr8	31065969	31066369	*	intergenic
peak.8665	chr8	31111431	31111831	*	promoter-tss
peak.8666	chr8	31149907	31150307	*	promoter-tss
peak.8667	chr8	33219576	33219976	*	intergenic
peak.8668	chr8	33220446	33220846	*	intergenic
peak.8669	chr8	33508026	33508426	*	intergenic
peak.8670	chr8	33663127	33663527	*	intron
peak.8671	chr8	33740557	33740957	*	intron
peak.8672	chr8	34108303	34108703	*	promoter-tss
peak.8673	chr8	34159171	34159571	*	intron
peak.8674	chr8	34250443	34250843	*	intergenic
peak.8675	chr8	34452824	34453224	*	intergenic
peak.8676	chr8	34472556	34472956	*	intergenic
peak.8677	chr8	34892226	34892626	*	intron
peak.8678	chr8	34990382	34990782	*	intergenic
peak.8679	chr8	35542891	35543291	*	intergenic
peak.8680	chr8	35587269	35587669	*	promoter-tss
peak.8681	chr8	35588859	35589259	*	promoter-tss
peak.8682	chr8	35648645	35649045	*	intron
peak.8683	chr8	35836497	35836897	*	intergenic
peak.8684	chr8	36005656	36006056	*	intergenic
peak.8685	chr8	36290944	36291344	*	intergenic
peak.8686	chr8	36304910	36305310	*	intergenic
peak.8687	chr8	36611756	36612156	*	intron
peak.8688	chr8	36789638	36790038	*	intron
peak.8689	chr8	36793427	36793827	*	intron
peak.8690	chr8	36832902	36833302	*	intron
peak.8691	chr8	36909221	36909621	*	intron
peak.8692	chr8	36989834	36990234	*	intron
peak.8693	chr8	38995076	38995476	*	intergenic
peak.8694	chr8	39010959	39011359	*	intron
peak.8695	chr8	40425617	40426017	*	intron
peak.8696	chr8	40434828	40435228	*	intron
peak.8697	chr8	40509087	40509487	*	intron
peak.8698	chr8	40518597	40518997	*	intron
peak.8699	chr8	40967757	40968157	*	intron
peak.8700	chr8	41041151	41041551	*	intron
peak.8701	chr8	41054658	41055058	*	promoter-tss
peak.8702	chr8	41184898	41185298	*	intergenic
peak.8703	chr8	41239233	41239633	*	promoter-tss
peak.8704	chr8	41314843	41315243	*	intron
peak.8705	chr8	44565801	44566201	*	intergenic
peak.8706	chr8	44591582	44591982	*	intergenic
peak.8707	chr8	45382005	45382405	*	promoter-tss
peak.8708	chr8	45507298	45507698	*	promoter-tss
peak.8709	chr8	45627492	45627892	*	promoter-tss
peak.8710	chr8	45833841	45834241	*	intergenic
peak.8711	chr8	45975727	45976127	*	promoter-tss
peak.8712	chr8	46011223	46011623	*	intron
peak.8713	chr8	46122466	46122866	*	intron
peak.8714	chr8	46173653	46174053	*	intron
peak.8715	chr8	46176851	46177251	*	intron
peak.8716	chr8	46352101	46352501	*	intergenic
peak.8717	chr8	46391248	46391648	*	intergenic
peak.8718	chr8	46470618	46471018	*	promoter-tss
peak.8719	chr8	46471739	46472139	*	intron
peak.8720	chr8	46479782	46480182	*	intron
peak.8721	chr8	46480544	46480944	*	intron
peak.8722	chr8	46489728	46490128	*	intron
peak.8723	chr8	46499442	46499842	*	intron
peak.8724	chr8	46501189	46501589	*	intron
peak.8725	chr8	46551655	46552055	*	promoter-tss
peak.8726	chr8	46686675	46687075	*	intergenic
peak.8727	chr8	46701591	46701991	*	intergenic
peak.8728	chr8	46953369	46953769	*	intergenic
peak.8729	chr8	47240206	47240606	*	intron
peak.8730	chr8	47242520	47242920	*	intron
peak.8731	chr8	47537309	47537709	*	intron
peak.8732	chr8	47604337	47604737	*	intergenic
peak.8733	chr8	47652359	47652759	*	intergenic
peak.8734	chr8	47654415	47654815	*	intergenic
peak.8735	chr8	47675825	47676225	*	promoter-tss
peak.8736	chr8	47695042	47695442	*	intergenic
peak.8737	chr8	47787566	47787966	*	intergenic
peak.8738	chr8	47974785	47975185	*	intron
peak.8739	chr8	48309105	48309505	*	intron
peak.8740	chr8	53511514	53511914	*	promoter-tss
peak.8741	chr8	54656318	54656718	*	intron
peak.8742	chr8	54718556	54718956	*	promoter-tss
peak.8743	chr8	54723994	54724394	*	intron
peak.8744	chr8	57511522	57511922	*	promoter-tss
peak.8745	chr8	57538400	57538800	*	intron
peak.8746	chr8	57586912	57587312	*	intron
peak.8747	chr8	57590265	57590665	*	intron
peak.8748	chr8	57594247	57594647	*	intron
peak.8749	chr8	57596062	57596462	*	intron
peak.8750	chr8	57606089	57606489	*	intron
peak.8751	chr8	57617164	57617564	*	intron
peak.8752	chr8	57626440	57626840	*	intron
peak.8753	chr8	57635931	57636331	*	intron
peak.8754	chr8	57640232	57640632	*	intron
peak.8755	chr8	57657617	57658017	*	intron
peak.8756	chr8	57706022	57706422	*	intergenic
peak.8757	chr8	57792424	57792824	*	intron
peak.8758	chr8	57800077	57800477	*	intron
peak.8759	chr8	57837391	57837791	*	intron
peak.8760	chr8	57857023	57857423	*	intron
peak.8761	chr8	58534586	58534986	*	intron
peak.8762	chr8	60675329	60675729	*	3' utr
peak.8763	chr8	60914121	60914521	*	intron
peak.8764	chr8	60927936	60928336	*	intron
peak.8765	chr8	60939017	60939417	*	intron
peak.8766	chr8	60952233	60952633	*	intron
peak.8767	chr8	60954660	60955060	*	promoter-tss
peak.8768	chr8	61515234	61515634	*	intron
peak.8769	chr8	64621837	64622237	*	intron
peak.8770	chr8	64687747	64688147	*	intron
peak.8771	chr8	64774076	64774476	*	intron
peak.8772	chr8	65029290	65029690	*	intron
peak.8773	chr8	65135396	65135796	*	intergenic
peak.8774	chr8	65966381	65966781	*	intron
peak.8775	chr8	66168010	66168410	*	intron
peak.8776	chr8	66433568	66433968	*	intron
peak.8777	chr8	66473329	66473729	*	intergenic
peak.8778	chr8	67968368	67968768	*	intron
peak.8779	chr8	67973042	67973442	*	intron
peak.8780	chr8	67974457	67974857	*	promoter-tss
peak.8781	chr8	68532927	68533327	*	intron
peak.8782	chr8	68890402	68890802	*	intron
peak.8783	chr8	69089761	69090161	*	promoter-tss
peak.8784	chr8	69716783	69717183	*	promoter-tss
peak.8785	chr8	69758943	69759343	*	intergenic
peak.8786	chr8	69774771	69775171	*	promoter-tss
peak.8787	chr8	69996289	69996689	*	promoter-tss
peak.8788	chr8	70057715	70058115	*	intron
peak.8789	chr8	70160388	70160788	*	intron
peak.8790	chr8	70172152	70172552	*	promoter-tss
peak.8791	chr8	70212528	70212928	*	promoter-tss
peak.8792	chr8	70247809	70248209	*	intron
peak.8793	chr8	70282525	70282925	*	promoter-tss
peak.8794	chr8	70603234	70603634	*	intron
peak.8795	chr8	70650119	70650519	*	3' utr
peak.8796	chr8	70673447	70673847	*	intron
peak.8797	chr8	70754386	70754786	*	promoter-tss
peak.8798	chr8	70761030	70761430	*	promoter-tss
peak.8799	chr8	70865561	70865961	*	intergenic
peak.8800	chr8	70897349	70897749	*	promoter-tss
peak.8801	chr8	70909116	70909516	*	intron
peak.8802	chr8	70931344	70931744	*	intergenic
peak.8803	chr8	71334551	71334951	*	intron
peak.8804	chr8	71392968	71393368	*	intron
peak.8805	chr8	71464581	71464981	*	promoter-tss
peak.8806	chr8	71542580	71542980	*	promoter-tss
peak.8807	chr8	71566465	71566865	*	promoter-tss
peak.8808	chr8	71570058	71570458	*	intron
peak.8809	chr8	71610778	71611178	*	promoter-tss
peak.8810	chr8	71950879	71951279	*	promoter-tss
peak.8811	chr8	71984584	71984984	*	intergenic
peak.8812	chr8	72032450	72032850	*	intergenic
peak.8813	chr8	72161015	72161415	*	promoter-tss
peak.8814	chr8	72443609	72444009	*	promoter-tss
peak.8815	chr8	72492653	72493053	*	promoter-tss
peak.8816	chr8	72570572	72570972	*	intron
peak.8817	chr8	72573430	72573830	*	intron
peak.8818	chr8	73172673	73173073	*	intron
peak.8819	chr8	73181552	73181952	*	intron
peak.8820	chr8	73215362	73215762	*	intron
peak.8821	chr8	73228839	73229239	*	intron
peak.8822	chr8	73230163	73230563	*	intron
peak.8823	chr8	73354515	73354915	*	intergenic
peak.8824	chr8	74929893	74930293	*	intergenic
peak.8825	chr8	77011816	77012216	*	intron
peak.8826	chr8	77132673	77133073	*	intron
peak.8827	chr8	77267923	77268323	*	intron
peak.8828	chr8	77499670	77500070	*	intron
peak.8829	chr8	77512860	77513260	*	intron
peak.8830	chr8	77522081	77522481	*	intergenic
peak.8831	chr8	77579187	77579587	*	intron
peak.8832	chr8	78026451	78026851	*	intergenic
peak.8833	chr8	78285912	78286312	*	intron
peak.8834	chr8	78411998	78412398	*	intergenic
peak.8835	chr8	79154998	79155398	*	intron
peak.8836	chr8	79384541	79384941	*	intron
peak.8837	chr8	79624350	79624750	*	intergenic
peak.8838	chr8	79711690	79712090	*	promoter-tss
peak.8839	chr8	80793594	80793994	*	intron
peak.8840	chr8	80872222	80872622	*	intron
peak.8841	chr8	81018564	81018964	*	intergenic
peak.8842	chr8	81106742	81107142	*	intergenic
peak.8843	chr8	81541178	81541578	*	intron
peak.8844	chr8	81772609	81773009	*	intron
peak.8845	chr8	81799442	81799842	*	intron
peak.8846	chr8	82847944	82848344	*	intergenic
peak.8847	chr8	82858518	82858918	*	intergenic
peak.8848	chr8	82911443	82911843	*	intron
peak.8849	chr8	82988079	82988479	*	intron
peak.8850	chr8	83251907	83252307	*	intron
peak.8851	chr8	83332882	83333282	*	promoter-tss
peak.8852	chr8	83351803	83352203	*	intron
peak.8853	chr8	83594417	83594817	*	promoter-tss
peak.8854	chr8	83607693	83608093	*	promoter-tss
peak.8855	chr8	83741560	83741960	*	promoter-tss
peak.8856	chr8	83898875	83899275	*	intergenic
peak.8857	chr8	83955313	83955713	*	promoter-tss
peak.8858	chr8	84066427	84066827	*	promoter-tss
peak.8859	chr8	84079089	84079489	*	intron
peak.8860	chr8	84104759	84105159	*	promoter-tss
peak.8861	chr8	84236954	84237354	*	promoter-tss
peak.8862	chr8	84270376	84270776	*	promoter-tss
peak.8863	chr8	84662710	84663110	*	promoter-tss
peak.8864	chr8	84663892	84664292	*	intergenic
peak.8865	chr8	84735647	84736047	*	intron
peak.8866	chr8	84846743	84847143	*	promoter-tss
peak.8867	chr8	84856784	84857184	*	promoter-tss
peak.8868	chr8	84945181	84945581	*	intergenic
peak.8869	chr8	84946714	84947114	*	promoter-tss
peak.8870	chr8	84950680	84951080	*	intron
peak.8871	chr8	85025345	85025745	*	promoter-tss
peak.8872	chr8	85026584	85026984	*	promoter-tss
peak.8873	chr8	85036569	85036969	*	promoter-tss
peak.8874	chr8	85119617	85120017	*	5' utr
peak.8875	chr8	85504848	85505248	*	intron
peak.8876	chr8	85771563	85771963	*	intron
peak.8877	chr8	86731187	86731587	*	intron
peak.8878	chr8	86745182	86745582	*	promoter-tss
peak.8879	chr8	86791534	86791934	*	intergenic
peak.8880	chr8	86961503	86961903	*	intergenic
peak.8881	chr8	87189710	87190110	*	intron
peak.8882	chr8	87199812	87200212	*	promoter-tss
peak.8883	chr8	87214900	87215300	*	intergenic
peak.8884	chr8	87321950	87322350	*	intergenic
peak.8885	chr8	87374214	87374614	*	intergenic
peak.8886	chr8	87697018	87697418	*	intron
peak.8887	chr8	87858848	87859248	*	intron
peak.8888	chr8	88099545	88099945	*	intergenic
peak.8889	chr8	88151732	88152132	*	intron
peak.8890	chr8	88202086	88202486	*	intron
peak.8891	chr8	88357710	88358110	*	exon
peak.8892	chr8	88371503	88371903	*	intergenic
peak.8893	chr8	88574982	88575382	*	intron
peak.8894	chr8	88696576	88696976	*	promoter-tss
peak.8895	chr8	88793695	88794095	*	intergenic
peak.8896	chr8	89787550	89787950	*	intergenic
peak.8897	chr8	90517989	90518389	*	intergenic
peak.8898	chr8	90876786	90877186	*	intron
peak.8899	chr8	90954720	90955120	*	intron
peak.8900	chr8	91125491	91125891	*	intron
peak.8901	chr8	91134060	91134460	*	promoter-tss
peak.8902	chr8	91148716	91149116	*	intergenic
peak.8903	chr8	91313216	91313616	*	promoter-tss
peak.8904	chr8	91569185	91569585	*	intron
peak.8905	chr8	91664801	91665201	*	intron
peak.8906	chr8	91969710	91970110	*	intergenic
peak.8907	chr8	92358715	92359115	*	intron
peak.8908	chr8	92681256	92681656	*	tts
peak.8909	chr8	92801370	92801770	*	intergenic
peak.8910	chr8	92847313	92847713	*	intron
peak.8911	chr8	93011291	93011691	*	intergenic
peak.8912	chr8	93428221	93428621	*	intergenic
peak.8913	chr8	93840453	93840853	*	intron
peak.8914	chr8	94036925	94037325	*	promoter-tss
peak.8915	chr8	94084008	94084408	*	intron
peak.8916	chr8	94524219	94524619	*	intron
peak.8917	chr8	94601593	94601993	*	promoter-tss
peak.8918	chr8	94821820	94822220	*	3' utr
peak.8919	chr8	95080784	95081184	*	promoter-tss
peak.8920	chr8	95138288	95138688	*	intron
peak.8921	chr8	95184226	95184626	*	intergenic
peak.8922	chr8	95215947	95216347	*	intergenic
peak.8923	chr8	95306418	95306818	*	promoter-tss
peak.8924	chr8	95310562	95310962	*	promoter-tss
peak.8925	chr8	95429784	95430184	*	intron
peak.8926	chr8	95434971	95435371	*	promoter-tss
peak.8927	chr8	95499254	95499654	*	intergenic
peak.8928	chr8	95533806	95534206	*	promoter-tss
peak.8929	chr8	95774895	95775295	*	intron
peak.8930	chr8	95807425	95807825	*	promoter-tss
peak.8931	chr8	95879804	95880204	*	intron
peak.8932	chr8	95881563	95881963	*	intron
peak.8933	chr8	95888349	95888749	*	promoter-tss
peak.8934	chr8	102735099	102735499	*	intron
peak.8935	chr8	103765251	103765651	*	intergenic
peak.8936	chr8	104036757	104037157	*	intergenic
peak.8937	chr8	104267272	104267672	*	intergenic
peak.8938	chr8	104475594	104475994	*	intron
peak.8939	chr8	104551360	104551760	*	intergenic
peak.8940	chr8	104602094	104602494	*	intron
peak.8941	chr8	104806158	104806558	*	intergenic
peak.8942	chr8	105294677	105295077	*	intron
peak.8943	chr8	105347948	105348348	*	promoter-tss
peak.8944	chr8	105412291	105412691	*	intron
peak.8945	chr8	105454229	105454629	*	intron
peak.8946	chr8	105656572	105656972	*	intron
peak.8947	chr8	105708007	105708407	*	promoter-tss
peak.8948	chr8	105823454	105823854	*	intron
peak.8949	chr8	105827166	105827566	*	promoter-tss
peak.8950	chr8	105854768	105855168	*	promoter-tss
peak.8951	chr8	105859256	105859656	*	intergenic
peak.8952	chr8	105860312	105860712	*	promoter-tss
peak.8953	chr8	105862077	105862477	*	intron
peak.8954	chr8	105898076	105898476	*	intergenic
peak.8955	chr8	106213481	106213881	*	intron
peak.8956	chr8	106271374	106271774	*	intron
peak.8957	chr8	106337926	106338326	*	promoter-tss
peak.8958	chr8	106404714	106405114	*	intergenic
peak.8959	chr8	106718098	106718498	*	intron
peak.8960	chr8	106731734	106732134	*	intron
peak.8961	chr8	106936421	106936821	*	intron
peak.8962	chr8	106968334	106968734	*	intron
peak.8963	chr8	107013033	107013433	*	3' utr
peak.8964	chr8	107056595	107056995	*	promoter-tss
peak.8965	chr8	107891806	107892206	*	intergenic
peak.8966	chr8	108264166	108264566	*	intergenic
peak.8967	chr8	108368917	108369317	*	intergenic
peak.8968	chr8	108748823	108749223	*	intron
peak.8969	chr8	108859018	108859418	*	intron
peak.8970	chr8	109565670	109566070	*	promoter-tss
peak.8971	chr8	109608234	109608634	*	5' utr
peak.8972	chr8	109830846	109831246	*	intron
peak.8973	chr8	109882139	109882539	*	intron
peak.8974	chr8	109923827	109924227	*	intron
peak.8975	chr8	109945437	109945837	*	tts
peak.8976	chr8	109958104	109958504	*	intron
peak.8977	chr8	110313964	110314364	*	intron
peak.8978	chr8	110846598	110846998	*	promoter-tss
peak.8979	chr8	110919473	110919873	*	promoter-tss
peak.8980	chr8	110997709	110998109	*	promoter-tss
peak.8981	chr8	111175843	111176243	*	intron
peak.8982	chr8	111512899	111513299	*	intron
peak.8983	chr8	111516388	111516788	*	intron
peak.8984	chr8	111522008	111522408	*	promoter-tss
peak.8985	chr8	111643208	111643608	*	promoter-tss
peak.8986	chr8	111650685	111651085	*	intron
peak.8987	chr8	111680922	111681322	*	intergenic
peak.8988	chr8	111786524	111786924	*	intron
peak.8989	chr8	111811128	111811528	*	intron
peak.8990	chr8	111840257	111840657	*	exon
peak.8991	chr8	111940369	111940769	*	promoter-tss
peak.8992	chr8	112011143	112011543	*	promoter-tss
peak.8993	chr8	112354502	112354902	*	intergenic
peak.8994	chr8	112906693	112907093	*	intergenic
peak.8995	chr8	113634917	113635317	*	promoter-tss
peak.8996	chr8	114110278	114110678	*	intergenic
peak.8997	chr8	114251529	114251929	*	intron
peak.8998	chr8	114295247	114295647	*	intron
peak.8999	chr8	114439252	114439652	*	promoter-tss
peak.9000	chr8	114514682	114515082	*	intron
peak.9001	chr8	114567774	114568174	*	intron
peak.9002	chr8	114672040	114672440	*	intron
peak.9003	chr8	114770876	114771276	*	intron
peak.9004	chr8	115296165	115296565	*	intron
peak.9005	chr8	115768608	115769008	*	intergenic
peak.9006	chr8	116925059	116925459	*	intron
peak.9007	chr8	117801870	117802270	*	promoter-tss
peak.9008	chr8	118078096	118078496	*	intergenic
peak.9009	chr8	118092544	118092944	*	intergenic
peak.9010	chr8	118239138	118239538	*	intergenic
peak.9011	chr8	118437815	118438215	*	intron
peak.9012	chr8	118488950	118489350	*	intron
peak.9013	chr8	118491238	118491638	*	intron
peak.9014	chr8	118507381	118507781	*	intron
peak.9015	chr8	118517236	118517636	*	intron
peak.9016	chr8	118552484	118552884	*	intron
peak.9017	chr8	119113794	119114194	*	intron
peak.9018	chr8	119344169	119344569	*	promoter-tss
peak.9019	chr8	119509544	119509944	*	intron
peak.9020	chr8	119511836	119512236	*	intron
peak.9021	chr8	119635473	119635873	*	promoter-tss
peak.9022	chr8	119650075	119650475	*	intergenic
peak.9023	chr8	119675497	119675897	*	intron
peak.9024	chr8	119794195	119794595	*	intergenic
peak.9025	chr8	119796173	119796573	*	intergenic
peak.9026	chr8	119799636	119800036	*	intergenic
peak.9027	chr8	119820536	119820936	*	intron
peak.9028	chr8	119844529	119844929	*	intergenic
peak.9029	chr8	119857347	119857747	*	intergenic
peak.9030	chr8	119870510	119870910	*	intron
peak.9031	chr8	119914416	119914816	*	intron
peak.9032	chr8	120020313	120020713	*	intron
peak.9033	chr8	120094785	120095185	*	intron
peak.9034	chr8	120124847	120125247	*	intron
peak.9035	chr8	120251088	120251488	*	intergenic
peak.9036	chr8	120314908	120315308	*	intergenic
peak.9037	chr8	120318388	120318788	*	intergenic
peak.9038	chr8	120323100	120323500	*	intergenic
peak.9039	chr8	120326948	120327348	*	intergenic
peak.9040	chr8	120335584	120335984	*	intergenic
peak.9041	chr8	120336887	120337287	*	intergenic
peak.9042	chr8	120381923	120382323	*	intergenic
peak.9043	chr8	120426913	120427313	*	intergenic
peak.9044	chr8	120439285	120439685	*	intergenic
peak.9045	chr8	120472254	120472654	*	intergenic
peak.9046	chr8	120490795	120491195	*	intron
peak.9047	chr8	120504932	120505332	*	intron
peak.9048	chr8	120564164	120564564	*	intron
peak.9049	chr8	120602764	120603164	*	intergenic
peak.9050	chr8	120616819	120617219	*	intron
peak.9051	chr8	120622104	120622504	*	intron
peak.9052	chr8	120623716	120624116	*	intron
peak.9053	chr8	120647471	120647871	*	intron
peak.9054	chr8	121233163	121233563	*	intergenic
peak.9055	chr8	121585407	121585807	*	intergenic
peak.9056	chr8	121652950	121653350	*	intergenic
peak.9057	chr8	121949941	121950341	*	promoter-tss
peak.9058	chr8	122291730	122292130	*	intron
peak.9059	chr8	122319686	122320086	*	intron
peak.9060	chr8	122988901	122989301	*	intron
peak.9061	chr8	123032848	123033248	*	intron
peak.9062	chr8	123035962	123036362	*	intron
peak.9063	chr8	123062699	123063099	*	intergenic
peak.9064	chr8	123135375	123135775	*	tts
peak.9065	chr8	123349999	123350399	*	intron
peak.9066	chr8	123421989	123422389	*	tts
peak.9067	chr8	123876749	123877149	*	intergenic
peak.9068	chr8	124751066	124751466	*	intron
peak.9069	chr8	124879113	124879513	*	intron
peak.9070	chr8	124949709	124950109	*	promoter-tss
peak.9071	chr8	124991447	124991847	*	intergenic
peak.9072	chr8	125038285	125038685	*	intergenic
peak.9073	chr8	125069699	125070099	*	intron
peak.9074	chr8	125077330	125077730	*	intron
peak.9075	chr8	125126595	125126995	*	intron
peak.9076	chr8	125254066	125254466	*	intron
peak.9077	chr8	125272485	125272885	*	intergenic
peak.9078	chr8	125277262	125277662	*	intergenic
peak.9079	chr8	125446622	125447022	*	intron
peak.9080	chr8	125600236	125600636	*	intron
peak.9081	chr8	125740630	125741030	*	intron
peak.9082	chr8	125797678	125798078	*	intron
peak.9083	chr8	125832925	125833325	*	intron
peak.9084	chr8	126594395	126594795	*	intergenic
peak.9085	chr8	126641649	126642049	*	intergenic
peak.9086	chr8	126743257	126743657	*	intergenic
peak.9087	chr8	126970994	126971394	*	promoter-tss
peak.9088	chr8	127330808	127331208	*	intron
peak.9089	chr8	127411556	127411956	*	intron
peak.9090	chr8	127439306	127439706	*	intron
peak.9091	chr8	127495395	127495795	*	intron
peak.9092	chr8	127507189	127507589	*	intron
peak.9093	chr8	127550961	127551361	*	intron
peak.9094	chr8	127552845	127553245	*	intron
peak.9095	chr8	127906284	127906684	*	intergenic
peak.9096	chr8	129228023	129228423	*	intron
peak.9097	chr9	4309499	4309899	*	promoter-tss
peak.9098	chr9	4315699	4316099	*	intron
peak.9099	chr9	7784744	7785144	*	tts
peak.9100	chr9	9897996	9898396	*	intron
peak.9101	chr9	13827286	13827686	*	promoter-tss
peak.9102	chr9	14275828	14276228	*	promoter-tss
peak.9103	chr9	14465156	14465556	*	intron
peak.9104	chr9	14500351	14500751	*	promoter-tss
peak.9105	chr9	14578988	14579388	*	intron
peak.9106	chr9	15062946	15063346	*	intron
peak.9107	chr9	15948088	15948488	*	intron
peak.9108	chr9	16007517	16007917	*	intron
peak.9109	chr9	16246082	16246482	*	intron
peak.9110	chr9	16257384	16257784	*	intron
peak.9111	chr9	20536722	20537122	*	intergenic
peak.9112	chr9	20552188	20552588	*	intergenic
peak.9113	chr9	20607641	20608041	*	intron
peak.9114	chr9	20644594	20644994	*	promoter-tss
peak.9115	chr9	20651665	20652065	*	promoter-tss
peak.9116	chr9	20692110	20692510	*	intron
peak.9117	chr9	20740481	20740881	*	intergenic
peak.9118	chr9	20790436	20790836	*	intron
peak.9119	chr9	20818203	20818603	*	promoter-tss
peak.9120	chr9	20819967	20820367	*	intron
peak.9121	chr9	20887951	20888351	*	promoter-tss
peak.9122	chr9	21131171	21131571	*	promoter-tss
peak.9123	chr9	21264990	21265390	*	promoter-tss
peak.9124	chr9	21357349	21357749	*	intergenic
peak.9125	chr9	21367020	21367420	*	promoter-tss
peak.9126	chr9	21375530	21375930	*	intron
peak.9127	chr9	21424611	21425011	*	promoter-tss
peak.9128	chr9	21449699	21450099	*	intron
peak.9129	chr9	21481395	21481795	*	intron
peak.9130	chr9	21510088	21510488	*	promoter-tss
peak.9131	chr9	21936655	21937055	*	promoter-tss
peak.9132	chr9	21983868	21984268	*	intron
peak.9133	chr9	22002574	22002974	*	promoter-tss
